Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,alpha,alpha_loss,actor_lr,critic_lr,temperature
-247.99918,59.070168,-132.62634,-349.83405,1000.0,0,,,,,,,,,,,,
,,,,,999,-311.58713,1000,,,,,,,,,,
,,,,,1999,-207.27287,1000,,,,,,,,,,
,,,,,2999,-258.9916,1000,,,,,,,,,,
,,,,,3999,-254.31432,1000,,,,,,,,,,
,,,,,4999,-321.99173,1000,,,,,,,,,,
-224.9699,59.210655,-122.67517,-316.7154,1000.0,5000,,,,,,,,,,,,
,,,,,5999,-315.88297,1000,,,,,,,,,,
,,,,,6999,-257.7686,1000,,,,,,,,,,
,,,,,7999,-200.88504,1000,,,,,,,,,,
,,,,,8999,-147.66252,1000,,,,,,,,,,
,,,,,9999,-211.40758,1000,,,,,,,,,,
-243.20341,49.31608,-156.74004,-313.51636,1000.0,10000,,,-0.14488142728805542,3.720156669616699,0.44532525539398193,-0.014281898736953735,-0.13496221601963043,0.04999999701976776,-29.119186401367188,0.0003,0.0003,0.04999500513076782
,,,,,10999,-260.13327,1000,,,,,,,,,,
,,,,,11000,,,-1.6778892278671265,0.7100492715835571,0.3238101005554199,1.0673797130584717,1.032444715499878,0.04548211023211479,-21.16999053955078,0.0003,0.0003,0.0454777292907238
,,,,,11999,-214.81055,1000,,,,,,,,,,
,,,,,12000,,,-2.1812803745269775,1.6794095039367676,0.6389926671981812,1.7889900207519531,1.9252406358718872,0.04101059213280678,-24.665573120117188,0.0003,0.0003,0.04100625962018967
,,,,,12999,-132.96779,1000,,,,,,,,,,
,,,,,13000,,,-2.955632448196411,0.04963676631450653,0.6991133689880371,2.4478280544281006,2.2815263271331787,0.03725305199623108,-19.586105346679688,0.0003,0.0003,0.037249669432640076
,,,,,13999,-291.1459,1000,,,,,,,,,,
,,,,,14000,,,-4.963836193084717,-0.9059027433395386,0.6706054210662842,4.206414699554443,4.271994590759277,0.03414356708526611,-16.99036979675293,0.0003,0.0003,0.03414066880941391
,,,,,14999,-156.85388,1000,,,,,,,,,,
-27.783533,47.32932,78.31903,-115.60486,1000.0,15000,,,-6.4856858253479,-1.0646040439605713,0.5668621063232422,5.76524543762207,5.696710586547852,0.03136536851525307,-16.012264251708984,0.0003,0.0003,0.031362541019916534
,,,,,15999,-125.75655,1000,,,,,,,,,,
,,,,,16000,,,-9.756949424743652,-2.082563877105713,0.5305989980697632,8.950000762939453,8.851633071899414,0.02873680740594864,-13.126594543457031,0.0003,0.0003,0.02873440831899643
,,,,,16999,20.803661,1000,,,,,,,,,,
,,,,,17000,,,-10.677252769470215,-2.5145506858825684,0.429391473531723,9.9505615234375,9.948141098022461,0.02634330466389656,-11.604141235351562,0.0003,0.0003,0.02634119987487793
,,,,,17999,39.33957,1000,,,,,,,,,,
,,,,,18000,,,-12.405444145202637,-2.3659677505493164,0.3432376980781555,11.744447708129883,11.69448471069336,0.024225549772381783,-12.149375915527344,0.0003,0.0003,0.024223512038588524
,,,,,18999,-9.108658,1000,,,,,,,,,,
,,,,,19000,,,-14.449870109558105,-3.3917126655578613,0.47162944078445435,13.78750228881836,13.726202011108398,0.022243184968829155,-11.23837661743164,0.0003,0.0003,0.022241227328777313
,,,,,19999,861.1922,1000,,,,,,,,,,
422.25937,216.63463,917.66437,131.9337,1000.0,20000,,,-15.77828311920166,-3.531125545501709,0.5166598558425903,15.094738006591797,14.995089530944824,0.02044922485947609,-9.418622016906738,0.0003,0.0003,0.02044757641851902
,,,,,20999,553.17554,1000,,,,,,,,,,
,,,,,21000,,,-19.628429412841797,-4.436384201049805,0.4669944643974304,18.932186126708984,18.852134704589844,0.018990132957696915,-6.4673566818237305,0.0003,0.0003,0.01898896135389805
,,,,,21999,1236.6475,1000,,,,,,,,,,
,,,,,22000,,,-23.47621726989746,-4.999239921569824,0.4880504608154297,22.64600372314453,22.676231384277344,0.017888737842440605,-3.941214084625244,0.0003,0.0003,0.0178877841681242
,,,,,22999,753.5197,1000,,,,,,,,,,
,,,,,23000,,,-23.106958389282227,-5.586483955383301,0.5301993489265442,22.19118881225586,22.150466918945312,0.01727837510406971,-3.5173285007476807,0.0003,0.0003,0.017277847975492477
,,,,,23999,681.5152,1000,,,,,,,,,,
,,,,,24000,,,-28.23054313659668,-6.342124938964844,0.6117592453956604,27.39382553100586,27.367877960205078,0.01723368652164936,1.0125017166137695,0.0003,0.0003,0.017234204337000847
,,,,,24999,688.2844,1000,,,,,,,,,,
