Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
-912.85535,323.71402,-703.54297,-1780.2899,121.0,0,,,,,,,,
,,,,,117,-169.20152,118,,,,,,
,,,,,215,-314.716,98,,,,,,
,,,,,324,-139.0152,109,,,,,,
,,,,,385,-120.79608,61,,,,,,
,,,,,470,38.203903,85,,,,,,
,,,,,542,-79.006714,72,,,,,,
,,,,,641,-173.25888,99,,,,,,
,,,,,749,-139.96039,108,,,,,,
,,,,,828,-461.41553,79,,,,,,
,,,,,912,-134.20154,84,,,,,,
,,,,,994,-105.45992,82,,,,,,
,,,,,1071,-123.19459,77,,,,,,
,,,,,1157,-143.1366,86,,,,,,
,,,,,1249,-168.54144,92,,,,,,
,,,,,1351,-270.94757,102,,,,,,
,,,,,1450,-404.42816,99,,,,,,
,,,,,1520,-97.28571,70,,,,,,
,,,,,1624,-281.3172,104,,,,,,
,,,,,1721,-106.56334,97,,,,,,
,,,,,1833,-406.41263,112,,,,,,
,,,,,1908,-149.23376,75,,,,,,
,,,,,1995,-321.72678,87,,,,,,
,,,,,2085,-132.42278,90,,,,,,
,,,,,2165,-189.7526,80,,,,,,
,,,,,2247,-170.01042,82,,,,,,
,,,,,2307,-117.55136,60,,,,,,
,,,,,2408,-222.7179,101,,,,,,
,,,,,2517,-154.25267,109,,,,,,
,,,,,2610,-203.51967,93,,,,,,
,,,,,2701,-114.30943,91,,,,,,
,,,,,2805,-180.95598,104,,,,,,
,,,,,2887,-256.28366,82,,,,,,
,,,,,3006,-45.353966,119,,,,,,
,,,,,3076,-150.29695,70,,,,,,
,,,,,3177,-88.387726,101,,,,,,
,,,,,3279,-241.83656,102,,,,,,
,,,,,3386,-155.94135,107,,,,,,
,,,,,3477,-99.787125,91,,,,,,
,,,,,3569,-87.50099,92,,,,,,
,,,,,3639,-202.92209,70,,,,,,
,,,,,3698,-104.14819,59,,,,,,
,,,,,3770,-248.94981,72,,,,,,
,,,,,3856,-448.8893,86,,,,,,
,,,,,3950,-302.62958,94,,,,,,
,,,,,4032,-276.58514,82,,,,,,
,,,,,4093,-87.430374,61,,,,,,
,,,,,4178,-148.37065,85,,,,,,
,,,,,4257,-389.08835,79,,,,,,
,,,,,4349,-310.82605,92,,,,,,
,,,,,4449,-178.2472,100,,,,,,
,,,,,4533,-106.8666,84,,,,,,
,,,,,4631,-191.18121,98,,,,,,
,,,,,4702,-193.89497,71,,,,,,
,,,,,4804,-96.12105,102,,,,,,
,,,,,4911,-332.4802,107,,,,,,
,,,,,5009,-79.26625,98,,,,,,
,,,,,5131,-213.36258,122,,,,,,
,,,,,5215,-138.97888,84,,,,,,
,,,,,5347,-78.74039,132,,,,,,
,,,,,5405,-91.19593,58,,,,,,
,,,,,5484,-132.65747,79,,,,,,
,,,,,5584,-176.82721,100,,,,,,
,,,,,5712,-252.0362,128,,,,,,
,,,,,5791,-154.98041,79,,,,,,
,,,,,5885,-211.27428,94,,,,,,
,,,,,5983,-124.971794,98,,,,,,
,,,,,6088,-2.664009,105,,,,,,
,,,,,6159,-98.226204,71,,,,,,
,,,,,6236,-98.50079,77,,,,,,
,,,,,6326,-416.90155,90,,,,,,
,,,,,6397,-101.295105,71,,,,,,
,,,,,6496,-344.2412,99,,,,,,
,,,,,6594,-139.97913,98,,,,,,
,,,,,6698,-91.68195,104,,,,,,
,,,,,6773,-130.99612,75,,,,,,
,,,,,6857,-216.41385,84,,,,,,
,,,,,6915,-83.61249,58,,,,,,
,,,,,7002,1.1887054,87,,,,,,
,,,,,7091,-374.56332,89,,,,,,
,,,,,7171,-224.02309,80,,,,,,
,,,,,7234,-149.25105,63,,,,,,
,,,,,7355,-190.58914,121,,,,,,
,,,,,7427,-73.009796,72,,,,,,
,,,,,7506,-199.39609,79,,,,,,
,,,,,7600,-344.8531,94,,,,,,
,,,,,7673,-215.69229,73,,,,,,
,,,,,7750,-79.89514,77,,,,,,
,,,,,7882,-195.7906,132,,,,,,
,,,,,7951,-194.38261,69,,,,,,
,,,,,8015,-238.32364,64,,,,,,
,,,,,8109,-176.12,94,,,,,,
,,,,,8230,-150.78003,121,,,,,,
,,,,,8312,-76.621544,82,,,,,,
,,,,,8415,-354.63303,103,,,,,,
,,,,,8516,-294.2311,101,,,,,,
,,,,,8587,-135.5683,71,,,,,,
,,,,,8690,12.110565,103,,,,,,
,,,,,8805,-409.09003,115,,,,,,
,,,,,8912,-74.50792,107,,,,,,
,,,,,8991,-110.42715,79,,,,,,
,,,,,9064,-90.131386,73,,,,,,
,,,,,9180,-250.61813,116,,,,,,
,,,,,9292,16.587898,112,,,,,,
,,,,,9374,-265.9824,82,,,,,,
,,,,,9489,-154.02776,115,,,,,,
,,,,,9566,-304.16693,77,,,,,,
,,,,,9693,-111.19452,127,,,,,,
,,,,,9755,-138.8801,62,,,,,,
,,,,,9908,-126.11896,153,,,,,,
,,,,,9976,-121.68537,68,,,,,,
-785.2147,421.93713,-522.8071,-2016.929,110.6,10000,,,,,,,,
,,,,,10054,-74.827866,78,,,,,,
,,,,,10187,-155.15942,133,,,,,,
,,,,,10268,-118.74659,81,,,,,,
,,,,,10374,-198.39284,106,,,,,,
,,,,,10452,-72.39655,78,,,,,,
,,,,,10555,-320.01233,103,,,,,,
,,,,,10625,-320.77924,70,,,,,,
,,,,,10722,-156.22647,97,,,,,,
,,,,,10805,-95.439514,83,,,,,,
,,,,,10906,-290.528,101,,,,,,
,,,,,11022,-88.71353,116,,,,,,
,,,,,11143,-278.07123,121,,,,,,
,,,,,11255,-397.69833,112,,,,,,
,,,,,11336,-253.12589,81,,,,,,
,,,,,11417,-150.53181,81,,,,,,
,,,,,11503,-107.30848,86,,,,,,
,,,,,11602,-112.95498,99,,,,,,
,,,,,11739,-56.197094,137,,,,,,
,,,,,11868,-355.1062,129,,,,,,
