strategy,annual_return,annual_volatility,sharpe_ratio,max_drawdown,cumulative_return,turnover
IQL,-0.14775616599285318,0.07459954994951366,-1.980657605747613,0.46938274388316087,-0.4692233511538032,0.17312737987697743
Equal Weight,0.07062317142329565,0.07409121785539596,0.9531922064114413,0.11876914633858349,0.33076771053541054,0.0
Momentum,0.07044346481729319,0.07409255648878796,0.9507495510423241,0.11885087393924687,0.3297608309666955,0.00012825476984723946
Risk Parity,0.03622445419483749,0.040129865486814076,0.9026806782280438,0.07083067227073388,0.16080784504744616,0.01019029638495993
