Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
11.477273,5.6265955,28.0,4.0,11.477272727272727,9.127737,5.3927937,42.0,3.0,9.127737226277372,17.059476852416992,5002,4.001899242401123,9.127737,0
17.928572,13.520958,85.0,5.0,17.928571428571427,12.091787,7.207838,53.0,3.0,12.091787439613526,22.823223114013672,10008,8.228478193283081,,1
25.0,12.332883,54.0,7.0,25.0,16.765886,10.323791,60.0,3.0,16.765886287625417,32.12771224975586,15021,11.668094158172607,,2
27.289474,15.744519,63.0,5.0,27.289473684210527,22.899544,13.129804,79.0,5.0,22.899543378995435,42.71905517578125,20036,15.058930397033691,,3
30.424242,13.430021,58.0,6.0,30.424242424242426,26.368422,14.139942,85.0,5.0,26.36842105263158,47.11631774902344,25046,18.34522008895874,,4
39.384617,19.756355,81.0,8.0,39.38461538461539,29.585798,14.012887,75.0,7.0,29.585798816568047,50.246212005615234,30046,21.62001657485962,,5
52.65,28.613413,114.0,13.0,52.65,37.007355,16.492643,97.0,10.0,37.00735294117647,62.076866149902344,35079,24.93116807937622,,6
46.772728,19.14284,100.0,14.0,46.77272727272727,41.295082,19.084663,112.0,9.0,41.295081967213115,68.66654968261719,40117,28.201329946517944,,7
46.0,20.582428,89.0,15.0,46.0,45.09009,20.939014,117.0,12.0,45.090090090090094,74.79047393798828,45122,31.446650505065918,,8
54.57895,36.054516,171.0,17.0,54.578947368421055,45.944954,20.987036,116.0,13.0,45.944954128440365,77.30496215820312,50130,34.70722579956055,,9
50.95,30.143782,123.0,11.0,50.95,54.225807,23.363482,149.0,15.0,54.225806451612904,88.89775848388672,55173,38.021854877471924,,10
42.208332,14.837955,69.0,19.0,42.208333333333336,46.757008,17.124525,108.0,18.0,46.757009345794394,73.308349609375,60176,41.358819246292114,,11
40.04,17.58745,74.0,10.0,40.04,41.363636,17.625584,109.0,12.0,41.36363636363637,66.70597839355469,65181,44.70226573944092,,12
34.166668,15.830526,80.0,11.0,34.166666666666664,38.49618,16.00447,82.0,12.0,38.49618320610687,61.384979248046875,70224,48.07510566711426,,13
39.0,18.405685,85.0,13.0,39.0,36.304348,16.915651,123.0,10.0,36.30434782608695,60.26013946533203,75234,51.36568260192871,,14
43.565216,20.082064,87.0,14.0,43.56521739130435,38.037594,17.424124,107.0,10.0,38.037593984962406,62.59528350830078,80293,54.6701385974884,,15
48.0,17.506462,87.0,15.0,48.0,42.974358,17.615776,92.0,11.0,42.97435897435897,68.31462860107422,85321,57.93399930000305,,16
61.35294,32.791573,142.0,10.0,61.35294117647059,49.186275,22.382036,151.0,13.0,49.18627450980392,81.7834701538086,90338,61.21940732002258,,17
73.21429,24.101507,127.0,42.0,73.21428571428571,60.26506,22.440327,136.0,19.0,60.265060240963855,92.90365600585938,95340,64.53944396972656,,18
93.76923,59.622086,269.0,23.0,93.76923076923077,72.27143,31.782707,189.0,22.0,72.27142857142857,117.33824920654297,100399,67.99125099182129,,19
143.85715,63.797512,267.0,75.0,143.85714285714286,91.12727,31.019087,161.0,26.0,91.12727272727273,136.82362365722656,105411,71.1929578781128,,20
92.0,29.160995,155.0,49.0,92.0,93.22222,31.49113,189.0,38.0,93.22222222222223,140.87356567382812,110445,74.41380524635315,,21
94.454544,24.915728,147.0,54.0,94.45454545454545,97.76923,35.31758,186.0,38.0,97.76923076923077,149.75985717773438,115529,77.67005968093872,,22
111.22222,62.26427,255.0,27.0,111.22222222222223,102.71429,44.815723,264.0,33.0,102.71428571428571,165.0004425048828,120562,80.88892102241516,,23
82.61539,30.947943,127.0,21.0,82.61538461538461,102.77551,34.72061,198.0,45.0,102.77551020408163,153.9328155517578,125598,84.22851228713989,,24
87.0,28.858852,153.0,19.0,87.0,87.10345,26.042862,153.0,31.0,87.10344827586206,128.2604217529297,130650,87.49521660804749,,25
110.1,28.094307,162.0,71.0,110.1,85.01667,28.592827,161.0,32.0,85.01666666666667,127.52359771728516,135751,90.77807569503784,,26
115.888885,37.796074,176.0,59.0,115.88888888888889,88.350876,38.073563,217.0,29.0,88.35087719298245,141.61415100097656,140787,94.01484298706055,,27
86.583336,25.018188,134.0,48.0,86.58333333333333,98.15385,37.9095,211.0,33.0,98.15384615384616,152.044921875,145891,97.30012536048889,,28
93.09091,32.38814,157.0,41.0,93.0909090909091,95.320755,36.90466,211.0,33.0,95.32075471698113,146.64353942871094,150943,100.52851176261902,,29
100.8,37.069664,177.0,48.0,100.8,88.54386,29.7127,159.0,29.0,88.54385964912281,135.05149841308594,155990,103.75474977493286,,30
125.625,39.287205,209.0,82.0,125.625,101.18,33.77614,169.0,37.0,101.18,150.19215393066406,161049,107.09063911437988,,31
97.0,46.48949,207.0,23.0,97.0,99.196075,37.152588,200.0,19.0,99.19607843137256,152.60169982910156,166108,110.35878705978394,,32
87.166664,18.265785,129.0,59.0,87.16666666666667,89.42857,23.727514,162.0,28.0,89.42857142857143,128.67654418945312,171116,113.64261507987976,,33
64.125,15.917267,99.0,24.0,64.125,76.51515,27.208088,202.0,15.0,76.51515151515152,113.80928039550781,176166,116.88150930404663,,34
84.166664,17.892426,124.0,63.0,84.16666666666667,73.70588,23.243633,139.0,11.0,73.70588235294117,107.93891143798828,181178,120.09770202636719,,35
85.666664,19.258476,111.0,33.0,85.66666666666667,82.983604,25.653742,202.0,29.0,82.98360655737704,122.31980895996094,186240,123.31203246116638,,36
135.625,75.25613,317.0,62.0,135.625,100.1,34.129314,210.0,34.0,100.1,151.74635314941406,191245,126.64238381385803,,37
117.666664,39.668068,179.0,27.0,117.66666666666667,119.25581,46.14542,237.0,37.0,119.25581395348837,185.86514282226562,196373,129.9658350944519,,38
122.0,57.32558,249.0,42.0,122.0,138.56757,55.7938,254.0,24.0,138.56756756756758,217.60781860351562,201500,133.28454542160034,,39
87.833336,21.33789,118.0,49.0,87.83333333333333,103.42857,34.82903,202.0,36.0,103.42857142857143,153.19664001464844,206568,136.5633511543274,,40
79.35714,19.125925,112.0,40.0,79.35714285714286,90.32143,21.096807,151.0,38.0,90.32142857142857,126.73278045654297,211626,139.96127462387085,,41
67.375,18.67443,97.0,28.0,67.375,81.96722,14.101467,113.0,45.0,81.9672131147541,113.6544189453125,216626,143.3136613368988,,42
63.8125,18.967798,84.0,11.0,63.8125,72.478264,12.876907,111.0,30.0,72.47826086956522,101.27356719970703,221627,146.63762378692627,,43
66.73333,19.003393,92.0,9.0,66.73333333333333,68.33784,12.254372,91.0,17.0,68.33783783783784,94.01216125488281,226684,149.97428631782532,,44
66.125,4.299346,73.0,58.0,66.125,65.48052,12.49271,93.0,10.0,65.48051948051948,90.56983947753906,231726,153.29811215400696,,45
68.4,10.358893,84.0,38.0,68.4,65.623375,10.481944,99.0,12.0,65.62337662337663,89.44218444824219,236779,156.58704566955566,,46
69.333336,10.312882,91.0,48.0,69.33333333333333,63.15,12.798534,86.0,9.0,63.15,88.37458038330078,241831,159.8593156337738,,47
71.2,9.474175,84.0,44.0,71.2,68.671234,8.834947,88.0,31.0,68.67123287671232,93.80864715576172,246844,163.15181183815002,,48
77.07692,17.59135,92.0,19.0,77.07692307692308,72.608696,13.496342,109.0,6.0,72.6086956521739,100.82583618164062,251854,166.39743900299072,,49
95.63636,11.733965,109.0,65.0,95.63636363636364,79.03125,13.619802,106.0,38.0,79.03125,109.21297454833984,256912,169.68634295463562,,50
97.63636,31.160212,146.0,39.0,97.63636363636364,90.10714,18.9102,134.0,37.0,90.10714285714286,124.25425720214844,261958,173.05021834373474,,51
128.5,19.4615,162.0,101.0,128.5,104.69388,29.636715,153.0,24.0,104.6938775510204,152.51470947265625,267088,176.41548991203308,,52
224.6,80.96073,373.0,146.0,224.6,163.93549,45.52981,303.0,42.0,163.93548387096774,234.21974182128906,272170,179.80155563354492,,53
209.6,67.801476,276.0,80.0,209.6,212.91667,96.08196,480.0,57.0,212.91666666666666,340.7037048339844,277280,183.16757822036743,,54
226.6,99.75289,404.0,107.0,226.6,241.0,81.45346,383.0,50.0,241.0,355.974365234375,282341,186.55133080482483,,55
335.66666,139.80066,530.0,207.0,335.6666666666667,238.7619,79.614494,444.0,69.0,238.76190476190476,350.6114807128906,287355,189.80937480926514,,56
260.0,131.90338,369.0,36.0,260.0,275.3684,131.43228,552.0,64.0,275.36842105263156,444.824951171875,292587,193.22938871383667,,57
233.8,82.64478,311.0,80.0,233.8,233.56522,114.79843,437.0,60.0,233.56521739130434,380.9539794921875,297959,196.7344708442688,,58
296.2,176.80544,580.0,82.0,296.2,221.34782,137.4433,587.0,38.0,221.34782608695653,404.4266357421875,303050,200.29678964614868,,59
339.0,84.88816,459.0,276.0,339.0,245.0,82.242386,357.0,79.0,245.0,358.21087646484375,308195,203.5844202041626,,60
268.25,99.11452,439.0,197.0,268.25,305.2353,82.502426,445.0,143.0,305.2352941176471,435.3537292480469,313384,206.91610765457153,,61
238.0,42.298935,316.0,193.0,238.0,264.8421,125.83961,631.0,50.0,264.8421052631579,425.2462158203125,318416,210.24645400047302,,62
227.2,98.07222,422.0,162.0,227.2,267.4737,75.536934,510.0,176.0,267.4736842105263,379.9726867675781,323498,213.6331434249878,,63
150.0,11.722993,166.0,125.0,150.0,181.92857,65.5591,416.0,51.0,181.92857142857142,272.4064025878906,328592,216.9876902103424,,64
123.44444,10.584171,139.0,108.0,123.44444444444444,150.44118,23.732817,231.0,96.0,150.44117647058823,203.85504150390625,333707,220.35773849487305,,65
117.44444,30.48173,147.0,49.0,117.44444444444444,131.28206,22.192572,160.0,33.0,131.28205128205127,178.1846160888672,338827,223.6648552417755,,66
132.375,9.936518,147.0,118.0,132.375,130.15384,15.142974,160.0,85.0,130.15384615384616,173.2223663330078,343903,227.02179527282715,,67
128.625,9.551669,143.0,114.0,128.625,129.4359,14.943989,169.0,100.0,129.43589743589743,173.1002197265625,348951,230.35067200660706,,68
108.8,9.2714615,127.0,96.0,108.8,120.190475,19.12271,147.0,21.0,120.19047619047619,162.24339294433594,353999,233.6263825893402,,69
105.4,7.2828565,118.0,91.0,105.4,115.34091,8.185195,143.0,102.0,115.3409090909091,153.70997619628906,359074,236.91254115104675,,70
105.0,12.231108,130.0,86.0,105.0,108.73913,11.196729,145.0,84.0,108.73913043478261,144.8417510986328,364076,240.15368819236755,,71
107.4,7.889233,116.0,95.0,107.4,105.854164,8.149615,133.0,91.0,105.85416666666667,141.0733642578125,369157,243.45006918907166,,72
105.9,10.014489,130.0,94.0,105.9,105.0,12.494999,146.0,67.0,105.0,140.44309997558594,374197,246.7108597755432,,73
112.77778,11.697842,142.0,102.0,112.77777777777777,109.04348,8.587039,128.0,86.0,109.04347826086956,145.1409454345703,379213,249.95207929611206,,74
122.666664,12.346839,138.0,99.0,122.66666666666667,111.666664,10.086294,139.0,91.0,111.66666666666667,148.8448486328125,384238,253.28920793533325,,75
147.42857,15.481391,174.0,129.0,147.42857142857142,122.63415,15.259953,162.0,68.0,122.63414634146342,166.4149932861328,389266,256.5745139122009,,76
223.2,66.06481,340.0,161.0,223.2,141.91667,28.979279,269.0,108.0,141.91666666666666,195.77598571777344,394375,259.893896818161,,77
283.5,108.80602,425.0,167.0,283.5,191.51852,52.768097,395.0,138.0,191.5185185185185,274.5323791503906,399546,263.2460045814514,,78
348.33334,56.221783,427.0,299.0,348.3333333333333,306.7647,63.52353,445.0,229.0,306.7647058823529,429.3258056640625,404761,266.5608923435211,,79
344.33334,90.34871,432.0,220.0,344.3333333333333,278.3889,58.891743,395.0,179.0,278.3888888888889,388.3890686035156,409772,269.75654458999634,,80
273.25,29.320429,303.0,234.0,273.25,282.6111,68.74844,424.0,202.0,282.6111111111111,395.8129577636719,414859,273.02328610420227,,81
280.0,75.256226,362.0,177.0,280.0,324.625,97.56336,490.0,193.0,324.625,476.56787109375,420053,276.36559772491455,,82
288.0,32.825294,327.0,236.0,288.0,322.6875,160.86784,727.0,187.0,322.6875,534.4833374023438,425216,279.7111785411835,,83
351.0,107.575554,520.0,229.0,351.0,341.6,102.55067,596.0,229.0,341.6,495.42681884765625,430340,283.1557881832123,,84
228.2,25.356657,269.0,201.0,228.2,311.29413,132.263,717.0,212.0,311.29411764705884,488.2684326171875,435632,286.5522973537445,,85
269.75,42.961464,305.0,197.0,269.75,229.78261,45.332546,341.0,93.0,229.7826086956522,318.49200439453125,440917,289.92467856407166,,86
200.6,93.45716,302.0,50.0,200.6,221.86957,51.667248,287.0,104.0,221.8695652173913,314.0178527832031,446020,293.16869616508484,,87
158.14285,53.456062,233.0,76.0,158.14285714285714,210.45833,83.38964,429.0,53.0,210.45833333333334,324.3172912597656,451071,296.43735671043396,,88
116.4,50.353153,240.0,69.0,116.4,161.83871,97.10423,424.0,28.0,161.83870967741936,292.3919982910156,456088,299.7259635925293,,89
104.63636,40.774933,194.0,47.0,104.63636363636364,117.0,78.134056,476.0,46.0,117.0,223.7611083984375,461119,303.0089182853699,,90
