Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,alpha,alpha_loss,actor_lr,critic_lr,temperature
-241.5689,68.59426,-100.46035,-338.08255,1000.0,0,,,,,,,,,,,,
,,,,,999,-398.70663,1000,,,,,,,,,,
,,,,,1999,-194.78828,1000,,,,,,,,,,
,,,,,2999,-418.19183,1000,,,,,,,,,,
,,,,,3999,-276.76703,1000,,,,,,,,,,
,,,,,4999,-216.24165,1000,,,,,,,,,,
-246.58379,80.462326,-119.89399,-398.70923,1000.0,5000,,,,,,,,,,,,
,,,,,5999,-284.19226,1000,,,,,,,,,,
,,,,,6999,-184.10654,1000,,,,,,,,,,
,,,,,7999,-241.00517,1000,,,,,,,,,,
,,,,,8999,-163.11546,1000,,,,,,,,,,
,,,,,9999,-288.2329,1000,,,,,,,,,,
-253.78006,61.25915,-155.52995,-372.1284,1000.0,10000,,,-0.3538496196269989,3.7552473545074463,0.474065363407135,-0.028078962117433548,0.027072185650467873,0.09999999403953552,-22.31686019897461,0.0003,0.0003,0.09999001026153564
,,,,,10999,-218.30771,1000,,,,,,,,,,
,,,,,11000,,,-2.0290753841400146,2.6806678771972656,0.4592643678188324,1.297916293144226,1.2855031490325928,0.09052742272615433,-20.70486831665039,0.0003,0.0003,0.09051825106143951
,,,,,11999,-241.37598,1000,,,,,,,,,,
,,,,,12000,,,-3.239912509918213,2.4680066108703613,0.6481388211250305,2.764619827270508,2.7261548042297363,0.081863172352314,-21.61127471923828,0.0003,0.0003,0.08185507357120514
,,,,,12999,-224.3674,1000,,,,,,,,,,
,,,,,13000,,,-4.692154407501221,1.7129789590835571,0.7305328249931335,4.032443046569824,4.002621650695801,0.07438191771507263,-19.824054718017578,0.0003,0.0003,0.07437494397163391
,,,,,13999,-254.22783,1000,,,,,,,,,,
,,,,,14000,,,-7.108827590942383,0.9329526424407959,0.7721036672592163,6.354756832122803,6.350193977355957,0.06780638545751572,-18.647584915161133,0.0003,0.0003,0.06780009716749191
,,,,,14999,-284.63373,1000,,,,,,,,,,
