Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
-739.72327,220.78374,-507.85916,-1238.3518,98.0,0,,,,,,,,
,,,,,120,-129.1988,121,,,,,,
,,,,,209,-25.176102,89,,,,,,
,,,,,277,-76.73879,68,,,,,,
,,,,,373,-412.56912,96,,,,,,
,,,,,467,-147.35107,94,,,,,,
,,,,,557,-179.0245,90,,,,,,
,,,,,628,-244.47775,71,,,,,,
,,,,,721,4.5317764,93,,,,,,
,,,,,819,-359.77206,98,,,,,,
,,,,,927,-134.4774,108,,,,,,
,,,,,1030,-220.35107,103,,,,,,
,,,,,1125,-185.83255,95,,,,,,
,,,,,1238,-380.28915,113,,,,,,
,,,,,1349,-153.67694,111,,,,,,
,,,,,1448,-166.69638,99,,,,,,
,,,,,1521,-111.59413,73,,,,,,
,,,,,1609,-82.77455,88,,,,,,
,,,,,1690,-329.1383,81,,,,,,
,,,,,1772,-212.48386,82,,,,,,
,,,,,1835,-81.21894,63,,,,,,
,,,,,1926,-77.29671,91,,,,,,
,,,,,2003,-261.0135,77,,,,,,
,,,,,2080,-104.89396,77,,,,,,
,,,,,2198,-158.02145,118,,,,,,
,,,,,2280,-206.1608,82,,,,,,
,,,,,2380,-77.171616,100,,,,,,
,,,,,2507,-158.70143,127,,,,,,
,,,,,2609,-117.29821,102,,,,,,
,,,,,2705,-99.318275,96,,,,,,
,,,,,2809,-140.45,104,,,,,,
,,,,,2916,-142.85052,107,,,,,,
,,,,,2978,-105.83139,62,,,,,,
,,,,,3076,-145.7486,98,,,,,,
,,,,,3142,-98.28998,66,,,,,,
,,,,,3262,-471.94653,120,,,,,,
,,,,,3349,-390.25873,87,,,,,,
,,,,,3422,-120.68916,73,,,,,,
,,,,,3487,-111.58864,65,,,,,,
,,,,,3605,-244.45155,118,,,,,,
,,,,,3683,-87.55413,78,,,,,,
,,,,,3764,-119.101685,81,,,,,,
,,,,,3847,-120.73917,83,,,,,,
,,,,,3942,-123.71103,95,,,,,,
,,,,,4047,-139.09995,105,,,,,,
,,,,,4105,-68.39993,58,,,,,,
,,,,,4205,-197.10393,100,,,,,,
,,,,,4313,-227.75934,108,,,,,,
,,,,,4427,-119.68141,114,,,,,,
,,,,,4523,-454.02762,96,,,,,,
,,,,,4655,-192.5373,132,,,,,,
,,,,,4741,-99.50875,86,,,,,,
,,,,,4852,-227.65497,111,,,,,,
,,,,,4922,-227.10239,70,,,,,,
,,,,,4990,-93.40306,68,,,,,,
,,,,,5074,-346.87366,84,,,,,,
,,,,,5182,-236.21089,108,,,,,,
,,,,,5244,-68.193665,62,,,,,,
,,,,,5352,-287.39618,108,,,,,,
,,,,,5469,-283.6672,117,,,,,,
,,,,,5607,-270.7093,138,,,,,,
,,,,,5734,-140.02551,127,,,,,,
,,,,,5845,-79.12281,111,,,,,,
,,,,,5939,-129.87854,94,,,,,,
,,,,,6010,-113.040245,71,,,,,,
,,,,,6080,-187.7391,70,,,,,,
,,,,,6168,-194.59956,88,,,,,,
,,,,,6293,-380.53265,125,,,,,,
,,,,,6396,-350.92847,103,,,,,,
,,,,,6492,-244.76292,96,,,,,,
,,,,,6549,-85.67768,57,,,,,,
,,,,,6636,-126.50166,87,,,,,,
,,,,,6708,-108.50005,72,,,,,,
,,,,,6831,-205.67197,123,,,,,,
,,,,,6890,-90.377365,59,,,,,,
,,,,,6996,-291.47043,106,,,,,,
,,,,,7078,-84.179504,82,,,,,,
,,,,,7194,-193.60526,116,,,,,,
,,,,,7270,-143.80026,76,,,,,,
,,,,,7346,-228.9059,76,,,,,,
,,,,,7412,-101.41036,66,,,,,,
,,,,,7522,-197.54034,110,,,,,,
,,,,,7622,-136.41351,100,,,,,,
,,,,,7687,-107.50504,65,,,,,,
,,,,,7770,-78.79853,83,,,,,,
,,,,,7893,-301.00238,123,,,,,,
,,,,,8001,-342.64243,108,,,,,,
,,,,,8127,-95.77548,126,,,,,,
,,,,,8251,-384.52087,124,,,,,,
,,,,,8331,-48.764114,80,,,,,,
,,,,,8415,-73.35478,84,,,,,,
,,,,,8548,-104.89217,133,,,,,,
,,,,,8643,-298.36462,95,,,,,,
,,,,,8732,-445.3056,89,,,,,,
,,,,,8807,-80.01257,75,,,,,,
,,,,,8926,-115.68624,119,,,,,,
,,,,,8995,-175.74683,69,,,,,,
,,,,,9060,-113.012184,65,,,,,,
,,,,,9131,-122.585464,71,,,,,,
,,,,,9213,-62.537205,82,,,,,,
,,,,,9304,-313.302,91,,,,,,
,,,,,9419,-267.9165,115,,,,,,
,,,,,9498,-178.84875,79,,,,,,
,,,,,9602,-131.7026,104,,,,,,
,,,,,9707,-161.31749,105,,,,,,
,,,,,9778,-313.91714,71,,,,,,
,,,,,9898,-161.8056,120,,,,,,
,,,,,9987,-161.00317,89,,,,,,
-1032.8965,798.7471,-440.5609,-3348.421,128.1,10000,,,,,,,,
,,,,,10055,-317.15125,68,,,,,,
,,,,,10158,-274.3537,103,,,,,,
,,,,,10241,-90.140396,83,,,,,,
,,,,,10346,-376.87805,105,,,,,,
,,,,,10434,-217.5565,88,,,,,,
,,,,,10552,-405.6596,118,,,,,,
,,,,,10624,-331.76294,72,,,,,,
,,,,,10708,-161.10376,84,,,,,,
,,,,,10802,-332.01862,94,,,,,,
,,,,,10868,-118.135254,66,,,,,,
,,,,,10992,-96.36529,124,,,,,,
,,,,,11128,-223.96942,136,,,,,,
,,,,,11243,-308.49762,115,,,,,,
,,,,,11309,-157.63313,66,,,,,,
,,,,,11402,-372.5164,93,,,,,,
,,,,,11502,-108.646355,100,,,,,,
,,,,,11615,-38.533424,113,,,,,,
,,,,,11689,-83.91931,74,,,,,,
,,,,,11790,-445.68832,101,,,,,,
,,,,,11950,-207.33855,160,,,,,,
,,,,,12028,-131.72763,78,,,,,,
,,,,,12117,-148.10213,89,,,,,,
,,,,,12189,-102.55306,72,,,,,,
,,,,,12256,-78.475235,67,,,,,,
,,,,,12337,-394.90625,81,,,,,,
,,,,,12431,-285.73993,94,,,,,,
,,,,,12508,-35.41871,77,,,,,,
,,,,,12646,-134.49084,138,,,,,,
,,,,,12737,-97.027916,91,,,,,,
,,,,,12818,-369.24725,81,,,,,,
,,,,,12884,-138.80771,66,,,,,,
,,,,,12967,-234.40459,83,,,,,,
,,,,,13104,-99.97924,137,,,,,,
,,,,,13210,-143.1903,106,,,,,,
,,,,,13319,-383.2131,109,,,,,,
,,,,,13462,-151.32022,143,,,,,,
,,,,,13567,-118.95485,105,,,,,,
,,,,,13664,-364.11688,97,,,,,,
,,,,,13787,-332.82034,123,,,,,,
,,,,,13877,-291.68344,90,,,,,,
,,,,,14007,-528.3826,130,,,,,,
,,,,,14091,-242.4888,84,,,,,,
,,,,,14211,-136.6787,120,,,,,,
,,,,,14332,-539.22046,121,,,,,,
,,,,,14456,-482.66986,124,,,,,,
,,,,,14538,-136.32611,82,,,,,,
,,,,,14654,-149.11682,116,,,,,,
,,,,,14745,-140.6134,91,,,,,,
,,,,,14833,-446.23126,88,,,,,,
,,,,,14950,-263.75104,117,,,,,,
,,,,,15015,-120.789215,65,,,,,,
,,,,,15123,-317.81677,108,,,,,,
,,,,,15213,-141.20508,90,,,,,,
,,,,,15290,-183.55017,77,,,,,,
,,,,,15431,-231.2016,141,,,,,,
,,,,,15536,-94.63444,105,,,,,,
,,,,,15661,-254.82605,125,,,,,,
,,,,,15745,-69.7473,84,,,,,,
,,,,,15847,-421.70972,102,,,,,,
,,,,,15929,-165.76431,82,,,,,,
,,,,,15998,-132.4171,69,,,,,,
,,,,,16101,-338.09747,103,,,,,,
,,,,,16204,-237.01851,103,,,,,,
,,,,,16267,-80.28728,63,,,,,,
,,,,,16420,-325.94397,153,,,,,,
,,,,,16497,-57.58778,77,,,,,,
,,,,,16570,-118.26844,73,,,,,,
,,,,,16657,-293.74445,87,,,,,,
,,,,,16768,-491.6378,111,,,,,,
,,,,,16868,-145.10156,100,,,,,,
,,,,,16998,-259.39868,130,,,,,,
,,,,,17099,-397.7338,101,,,,,,
,,,,,17212,-198.80692,113,,,,,,
,,,,,17300,-255.6807,88,,,,,,
,,,,,17358,-107.67442,58,,,,,,
,,,,,17480,-190.06631,122,,,,,,
,,,,,17578,-193.39471,98,,,,,,
,,,,,17675,-339.87778,97,,,,,,
,,,,,17734,-157.345,59,,,,,,
,,,,,17835,-379.3646,101,,,,,,
,,,,,17928,-390.69415,93,,,,,,
,,,,,18054,-222.61469,126,,,,,,
,,,,,18141,-389.42365,87,,,,,,
,,,,,18206,-78.45386,65,,,,,,
,,,,,18303,-438.38504,97,,,,,,
,,,,,18387,-434.19745,84,,,,,,
,,,,,18486,-457.12027,99,,,,,,
