Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
-785.2664,281.74753,-422.64868,-1489.3137,100.4,0,,,,,,,,
,,,,,83,-89.09383,84,,,,,,
,,,,,142,-101.43317,59,,,,,,
,,,,,207,-96.61699,65,,,,,,
,,,,,323,-94.625786,116,,,,,,
,,,,,405,-72.17317,82,,,,,,
,,,,,527,-20.233002,122,,,,,,
,,,,,637,-460.4179,110,,,,,,
,,,,,730,-299.37997,93,,,,,,
,,,,,828,-130.9428,98,,,,,,
,,,,,985,-58.33013,157,,,,,,
,,,,,1073,-206.26039,88,,,,,,
,,,,,1163,-134.36635,90,,,,,,
,,,,,1241,-120.70465,78,,,,,,
,,,,,1300,-128.79643,59,,,,,,
,,,,,1369,-59.501534,69,,,,,,
,,,,,1447,-99.95377,78,,,,,,
,,,,,1508,-78.06927,61,,,,,,
,,,,,1596,-109.771835,88,,,,,,
,,,,,1704,-507.51663,108,,,,,,
,,,,,1786,-108.11334,82,,,,,,
,,,,,1851,-115.0926,65,,,,,,
,,,,,1952,-370.3637,101,,,,,,
,,,,,2061,-128.8649,109,,,,,,
,,,,,2154,-143.22675,93,,,,,,
,,,,,2221,4.005493,67,,,,,,
,,,,,2290,-129.79912,69,,,,,,
,,,,,2365,-108.06599,75,,,,,,
,,,,,2466,-67.03925,101,,,,,,
,,,,,2605,-247.782,139,,,,,,
,,,,,2742,-98.217926,137,,,,,,
,,,,,2810,-97.3197,68,,,,,,
,,,,,2932,-237.73917,122,,,,,,
,,,,,3054,-118.76808,122,,,,,,
,,,,,3155,-267.58035,101,,,,,,
,,,,,3253,-141.15564,98,,,,,,
,,,,,3319,-91.90317,66,,,,,,
,,,,,3396,-163.29108,77,,,,,,
,,,,,3461,-90.32125,65,,,,,,
,,,,,3549,-172.54926,88,,,,,,
,,,,,3648,-98.23553,99,,,,,,
,,,,,3739,-363.91205,91,,,,,,
,,,,,3866,-239.35405,127,,,,,,
,,,,,3952,-206.70648,86,,,,,,
,,,,,4079,-475.98233,127,,,,,,
,,,,,4191,-35.53486,112,,,,,,
,,,,,4281,-56.124527,90,,,,,,
,,,,,4354,-58.776062,73,,,,,,
,,,,,4427,-130.75719,73,,,,,,
,,,,,4506,-260.7204,79,,,,,,
,,,,,4608,-105.34308,102,,,,,,
,,,,,4698,-310.1781,90,,,,,,
,,,,,4795,-312.40775,97,,,,,,
,,,,,4933,-71.95111,138,,,,,,
,,,,,5004,-214.68024,71,,,,,,
,,,,,5072,-70.665695,68,,,,,,
,,,,,5182,-114.28697,110,,,,,,
,,,,,5285,-113.81702,103,,,,,,
,,,,,5380,-104.89418,95,,,,,,
,,,,,5451,-79.22647,71,,,,,,
,,,,,5545,-268.91385,94,,,,,,
,,,,,5615,-107.16741,70,,,,,,
,,,,,5720,-146.12756,105,,,,,,
,,,,,5800,-85.8122,80,,,,,,
,,,,,5912,-488.40552,112,,,,,,
,,,,,6005,-151.2791,93,,,,,,
,,,,,6127,-72.8034,122,,,,,,
,,,,,6206,-101.63172,79,,,,,,
,,,,,6317,-279.10284,111,,,,,,
,,,,,6398,-23.186646,81,,,,,,
,,,,,6511,-92.27393,113,,,,,,
,,,,,6579,-77.672356,68,,,,,,
,,,,,6637,-89.383064,58,,,,,,
,,,,,6704,-146.96356,67,,,,,,
,,,,,6769,-138.30562,65,,,,,,
,,,,,6839,-94.958466,70,,,,,,
,,,,,6946,-96.824425,107,,,,,,
,,,,,7069,-91.855995,123,,,,,,
,,,,,7174,-95.71095,105,,,,,,
,,,,,7271,-88.3478,97,,,,,,
,,,,,7356,-25.337418,85,,,,,,
,,,,,7463,-310.33588,107,,,,,,
,,,,,7603,-75.683655,140,,,,,,
,,,,,7712,-248.1123,109,,,,,,
,,,,,7781,-193.57043,69,,,,,,
,,,,,7865,-73.343,84,,,,,,
,,,,,8004,-436.9594,139,,,,,,
,,,,,8100,-232.27483,96,,,,,,
,,,,,8233,-284.88092,133,,,,,,
,,,,,8307,-354.28693,74,,,,,,
,,,,,8471,-192.94397,164,,,,,,
,,,,,8596,-127.90775,125,,,,,,
,,,,,8671,-178.00403,75,,,,,,
,,,,,8773,-113.214226,102,,,,,,
,,,,,8865,-195.97157,92,,,,,,
,,,,,8993,-378.60846,128,,,,,,
,,,,,9079,-320.34735,86,,,,,,
,,,,,9154,-100.734924,75,,,,,,
,,,,,9243,-272.5642,89,,,,,,
,,,,,9383,-289.32617,140,,,,,,
,,,,,9493,-372.69577,110,,,,,,
,,,,,9579,-412.62057,86,,,,,,
,,,,,9687,-399.7446,108,,,,,,
,,,,,9760,-60.77235,73,,,,,,
,,,,,9853,-301.25455,93,,,,,,
,,,,,9960,-112.24729,107,,,,,,
-762.2414,422.89923,-410.2463,-1887.9241,99.5,10000,,,,,,,,
,,,,,10031,-187.1643,71,,,,,,
,,,,,10112,-136.82181,81,,,,,,
,,,,,10205,-288.8193,93,,,,,,
,,,,,10310,-266.35953,105,,,,,,
,,,,,10444,-480.20172,134,,,,,,
,,,,,10518,-169.35825,74,,,,,,
,,,,,10621,-225.31152,103,,,,,,
,,,,,10740,-93.54096,119,,,,,,
,,,,,10846,-333.5349,106,,,,,,
,,,,,10938,-107.77504,92,,,,,,
,,,,,11026,-97.44648,88,,,,,,
,,,,,11097,-69.80506,71,,,,,,
,,,,,11179,-96.89634,82,,,,,,
,,,,,11276,-364.39127,97,,,,,,
,,,,,11345,-126.65044,69,,,,,,
,,,,,11445,-288.89722,100,,,,,,
,,,,,11516,-122.723236,71,,,,,,
,,,,,11627,-389.62424,111,,,,,,
,,,,,11731,-143.91986,104,,,,,,
,,,,,11858,-274.44724,127,,,,,,
,,,,,11944,-452.5823,86,,,,,,
,,,,,12005,-96.023964,61,,,,,,
,,,,,12098,-595.4563,93,,,,,,
,,,,,12247,-124.29822,149,,,,,,
,,,,,12348,-411.036,101,,,,,,
,,,,,12448,-121.980194,100,,,,,,
,,,,,12551,-96.26021,103,,,,,,
,,,,,12656,-354.04932,105,,,,,,
,,,,,12731,-109.59768,75,,,,,,
,,,,,12835,-163.28394,104,,,,,,
,,,,,12936,-216.81352,101,,,,,,
,,,,,13012,-90.34799,76,,,,,,
,,,,,13114,-327.5949,102,,,,,,
,,,,,13219,-196.06868,105,,,,,,
,,,,,13318,-136.33083,99,,,,,,
,,,,,13406,-118.85033,88,,,,,,
,,,,,13481,-92.95296,75,,,,,,
,,,,,13583,-343.10092,102,,,,,,
,,,,,13651,-72.66115,68,,,,,,
,,,,,13720,-303.68207,69,,,,,,
,,,,,13790,-16.835907,70,,,,,,
,,,,,13894,-424.45248,104,,,,,,
,,,,,13970,-92.9605,76,,,,,,
,,,,,14054,-88.19639,84,,,,,,
,,,,,14125,-119.561844,71,,,,,,
,,,,,14199,-47.831154,74,,,,,,
,,,,,14257,-236.70499,58,,,,,,
,,,,,14332,-285.66153,75,,,,,,
,,,,,14430,-424.01663,98,,,,,,
,,,,,14529,-418.8385,99,,,,,,
,,,,,14612,-360.13123,83,,,,,,
,,,,,14708,-365.98657,96,,,,,,
,,,,,14788,-307.69418,80,,,,,,
,,,,,14881,-255.47188,93,,,,,,
,,,,,14993,-157.62836,112,,,,,,
,,,,,15166,-174.82675,173,,,,,,
,,,,,15288,-99.275444,122,,,,,,
,,,,,15373,-63.0503,85,,,,,,
,,,,,15496,-363.23615,123,,,,,,
,,,,,15590,-119.43587,94,,,,,,
,,,,,15723,-139.13042,133,,,,,,
,,,,,15805,-292.3426,82,,,,,,
,,,,,15901,-90.56087,96,,,,,,
,,,,,16006,-478.1774,105,,,,,,
,,,,,16084,-356.29788,78,,,,,,
,,,,,16193,-231.41,109,,,,,,
,,,,,16288,-106.45406,95,,,,,,
,,,,,16384,-98.791885,96,,,,,,
,,,,,16507,-305.47723,123,,,,,,
,,,,,16575,-132.62576,68,,,,,,
,,,,,16660,-353.60388,85,,,,,,
,,,,,16822,-227.24742,162,,,,,,
,,,,,16947,-53.350086,125,,,,,,
,,,,,17049,-220.34375,102,,,,,,
,,,,,17169,-236.27574,120,,,,,,
,,,,,17282,-359.20642,113,,,,,,
,,,,,17387,-124.27011,105,,,,,,
,,,,,17491,-265.4249,104,,,,,,
,,,,,17574,-219.0986,83,,,,,,
,,,,,17677,-300.84576,103,,,,,,
,,,,,17792,-175.24013,115,,,,,,
,,,,,17899,-136.05887,107,,,,,,
,,,,,17992,-356.62128,93,,,,,,
,,,,,18098,-177.09224,106,,,,,,
,,,,,18173,-87.12523,75,,,,,,
,,,,,18239,-276.00293,66,,,,,,
,,,,,18363,-340.616,124,,,,,,
,,,,,18459,-214.68073,96,,,,,,
,,,,,18546,-130.9044,87,,,,,,
,,,,,18620,-211.9888,74,,,,,,
,,,,,18757,-467.76004,137,,,,,,
,,,,,18820,-127.056564,63,,,,,,
,,,,,18915,-451.19577,95,,,,,,
,,,,,19020,-147.56372,105,,,,,,
,,,,,19112,-284.13104,92,,,,,,
,,,,,19219,-181.03687,107,,,,,,
,,,,,19301,-105.475266,82,,,,,,
,,,,,19390,-447.14233,89,,,,,,
