Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,alpha,alpha_loss,actor_lr,critic_lr,temperature
-227.78047,64.36175,-150.23799,-350.22357,1000.0,0,,,,,,,,,,,,
,,,,,999,-300.74045,1000,,,,,,,,,,
,,,,,1999,-300.3949,1000,,,,,,,,,,
,,,,,2999,-249.93582,1000,,,,,,,,,,
,,,,,3999,-246.23816,1000,,,,,,,,,,
,,,,,4999,-149.09402,1000,,,,,,,,,,
-197.06577,62.60407,-89.81399,-299.755,1000.0,5000,,,,,,,,,,,,
,,,,,5999,-259.15726,1000,,,,,,,,,,
,,,,,6999,-210.09702,1000,,,,,,,,,,
,,,,,7999,-313.82205,1000,,,,,,,,,,
,,,,,8999,-192.36772,1000,,,,,,,,,,
,,,,,9999,-247.87695,1000,,,,,,,,,,
-256.29578,65.46436,-101.153725,-352.78162,1000.0,10000,,,-3.74100399017334,3.7184720039367676,12.419492721557617,-0.019993070513010025,3.3796377182006836,1.0,-0.0,0.0003,0.0003,0.9998999834060669
,,,,,10999,-273.07828,1000,,,,,,,,,,
,,,,,11000,,,-22.97333526611328,4.039175033569336,0.8506120443344116,19.235280990600586,19.222423553466797,0.9046950936317444,-1.0069690942764282,0.0003,0.0003,0.9046045541763306
,,,,,11999,-318.27554,1000,,,,,,,,,,
,,,,,12000,,,-37.42324447631836,4.037226676940918,0.9479165077209473,34.03764343261719,34.06996154785156,0.8186309337615967,-2.0132365226745605,0.0003,0.0003,0.8185491561889648
,,,,,12999,-229.07433,1000,,,,,,,,,,
,,,,,13000,,,-49.43025207519531,4.074838638305664,0.7839621305465698,46.300148010253906,46.29662322998047,0.7406875491142273,-3.0249826908111572,0.0003,0.0003,0.7406132817268372
,,,,,13999,-172.06499,1000,,,,,,,,,,
,,,,,14000,,,-59.27873992919922,4.054181098937988,1.068223476409912,56.518924713134766,56.5638427734375,0.6702203154563904,-4.017241477966309,0.0003,0.0003,0.6701533198356628
,,,,,14999,-83.74798,1000,,,,,,,,,,
-144.44064,57.719383,-28.402523,-252.25587,1000.0,15000,,,-68.04293060302734,4.0067596435546875,1.0312566757202148,65.39126586914062,65.59344482421875,0.6066241264343262,-4.986591815948486,0.0003,0.0003,0.6065637469291687
