Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
-673.1292,172.28427,-425.77332,-1000.49554,94.7,0,,,,,,,,
,,,,,68,-78.83629,69,,,,,,
,,,,,187,-14.9692,119,,,,,,
,,,,,272,-312.49753,85,,,,,,
,,,,,345,-111.6962,73,,,,,,
,,,,,425,-112.13235,80,,,,,,
,,,,,526,-138.957,101,,,,,,
,,,,,606,-298.00653,80,,,,,,
,,,,,693,-318.6617,87,,,,,,
,,,,,765,-139.37106,72,,,,,,
,,,,,832,-107.48337,67,,,,,,
,,,,,968,-112.73901,136,,,,,,
,,,,,1057,-391.78473,89,,,,,,
,,,,,1135,-205.36816,78,,,,,,
,,,,,1252,-195.64603,117,,,,,,
,,,,,1309,-92.25694,57,,,,,,
,,,,,1433,-336.2643,124,,,,,,
,,,,,1527,-116.56583,94,,,,,,
,,,,,1625,-172.06491,98,,,,,,
,,,,,1715,-382.59726,90,,,,,,
,,,,,1810,-118.648865,95,,,,,,
,,,,,1875,-68.27997,65,,,,,,
,,,,,1991,-388.81772,116,,,,,,
,,,,,2079,-292.29285,88,,,,,,
,,,,,2159,-120.957146,80,,,,,,
,,,,,2252,-59.64582,93,,,,,,
,,,,,2340,-161.9933,88,,,,,,
,,,,,2457,-57.878674,117,,,,,,
,,,,,2539,-88.56852,82,,,,,,
,,,,,2609,-74.37666,70,,,,,,
,,,,,2689,-82.354866,80,,,,,,
,,,,,2787,-120.489395,98,,,,,,
,,,,,2844,-91.079865,57,,,,,,
,,,,,2964,-271.11682,120,,,,,,
,,,,,3034,-83.07427,70,,,,,,
,,,,,3130,-135.72498,96,,,,,,
,,,,,3237,-260.2525,107,,,,,,
,,,,,3338,-81.709885,101,,,,,,
,,,,,3467,-102.85367,129,,,,,,
,,,,,3568,-239.40387,101,,,,,,
,,,,,3646,-68.01801,78,,,,,,
,,,,,3749,-126.50936,103,,,,,,
,,,,,3838,-28.163612,89,,,,,,
,,,,,3930,-185.54222,92,,,,,,
,,,,,4029,-83.19269,99,,,,,,
,,,,,4125,-124.46063,96,,,,,,
,,,,,4229,-138.5329,104,,,,,,
,,,,,4325,-300.98148,96,,,,,,
,,,,,4442,-135.59933,117,,,,,,
,,,,,4535,3.6070786,93,,,,,,
,,,,,4630,13.72303,95,,,,,,
,,,,,4695,-80.67802,65,,,,,,
,,,,,4801,-144.31653,106,,,,,,
,,,,,4892,-86.96208,91,,,,,,
,,,,,4966,-66.92287,74,,,,,,
,,,,,5047,-77.06149,81,,,,,,
,,,,,5136,-117.89753,89,,,,,,
,,,,,5250,-243.1333,114,,,,,,
,,,,,5323,-96.32274,73,,,,,,
,,,,,5398,-59.927452,75,,,,,,
,,,,,5478,-104.85091,80,,,,,,
,,,,,5552,-143.87375,74,,,,,,
,,,,,5664,-125.78503,112,,,,,,
,,,,,5767,-127.20656,103,,,,,,
,,,,,5892,-85.121544,125,,,,,,
,,,,,5989,-141.01141,97,,,,,,
,,,,,6078,-161.21507,89,,,,,,
,,,,,6186,-169.84862,108,,,,,,
,,,,,6264,-346.76184,78,,,,,,
,,,,,6395,-142.39026,131,,,,,,
,,,,,6484,-292.2876,89,,,,,,
,,,,,6579,-146.77217,95,,,,,,
,,,,,6680,-168.98563,101,,,,,,
,,,,,6773,-63.203186,93,,,,,,
,,,,,6841,-91.73417,68,,,,,,
,,,,,6947,-89.368744,106,,,,,,
,,,,,7040,-254.5706,93,,,,,,
,,,,,7164,-100.38004,124,,,,,,
,,,,,7277,-91.3035,113,,,,,,
,,,,,7403,-85.65184,126,,,,,,
