strategy,annual_return,annual_volatility,sharpe_ratio,max_drawdown,cumulative_return,turnover
IQL,-0.15028394813086685,0.07500439339321126,-2.0036686030243827,0.47505897432016964,-0.4749076814181994,0.17478271661725553
Equal Weight,0.07062317142329565,0.07409121785539596,0.9531922064114413,0.11876914633858349,0.33076771053541054,0.0
Momentum,0.07044346481729319,0.07409255648878796,0.9507495510423241,0.11885087393924687,0.3297608309666955,0.00012825476984723946
Risk Parity,0.03622445419483749,0.040129865486814076,0.9026806782280438,0.07083067227073388,0.16080784504744616,0.01019029638495993
