step,v_loss,q_loss,policy_loss
1,0.00044761167373508215,0.0011130704078823328,2.070665121078491
2,0.00010019686305895448,0.0005934640066698194,2.0821681022644043
3,1.9529459677869454e-05,0.0002452328335493803,2.091559410095215
4,0.000172287633176893,8.148905908456072e-05,2.09661865234375
5,0.00042894930811598897,9.056407725438476e-05,2.099118232727051
6,0.0004981475649401546,0.00016563211102038622,2.097996711730957
7,0.0004611635231412947,0.0002195987617596984,2.0955073833465576
8,0.0003319333482068032,0.0002528353361412883,2.0908780097961426
9,0.00019476539455354214,0.0002583888126537204,2.085970401763916
10,6.453249807236716e-05,0.0002355865144636482,2.08054780960083
11,9.00100712897256e-06,0.00018657342297956347,2.073300838470459
12,3.127501258859411e-05,0.00010718355770222843,2.068812847137451
13,9.695086919236928e-05,5.2607192628784105e-05,2.0646448135375977
14,0.0001996717182919383,4.140864621149376e-05,2.060720443725586
15,0.0002999930875375867,5.303010402712971e-05,2.0587804317474365
16,0.0003693137550726533,9.051893721334636e-05,2.057413101196289
17,0.00039018946699798107,0.00010231156193185598,2.0582387447357178
18,0.00037989666452631354,0.00010553665924817324,2.060793399810791
19,0.00032358773751184344,0.00011401799565646797,2.0621137619018555
20,0.0002535075764171779,0.0001716183323878795,2.0655879974365234
21,0.0001652924984227866,7.826615910744295e-05,2.068721294403076
22,0.00010301576548954472,7.652492786291987e-05,2.071967601776123
23,4.4749722292181104e-05,5.79557781748008e-05,2.076354503631592
24,1.5497973436140455e-05,6.408835179172456e-05,2.078605890274048
25,4.238417204760481e-06,4.0718179661780596e-05,2.0817110538482666
26,1.9623097614385188e-05,3.5379460314288735e-05,2.085294246673584
27,4.7338522563222796e-05,3.742311673704535e-05,2.088149070739746
28,8.684404019732028e-05,4.984633778803982e-05,2.088766574859619
29,0.00011196111154276878,6.366037268890068e-05,2.0891921520233154
30,0.00013306197070050985,5.5336131481453776e-05,2.089114189147949
31,0.00012579280883073807,7.45467550586909e-05,2.0882761478424072
32,9.985941869672388e-05,6.9396584876813e-05,2.086334705352783
33,7.07671424606815e-05,5.7128985645249486e-05,2.0848355293273926
34,4.76796121802181e-05,6.145139195723459e-05,2.08292293548584
35,1.9888153474312276e-05,5.761079955846071e-05,2.0798134803771973
36,7.87657882028725e-06,4.3851989175891504e-05,2.078672170639038
37,4.0422532947559375e-06,3.652144368970767e-05,2.076547622680664
38,9.312029760621954e-06,4.595641803462058e-05,2.075072765350342
39,1.8636827007867396e-05,4.90413949592039e-05,2.0735554695129395
40,2.608402428450063e-05,4.2840496462304145e-05,2.0729541778564453
41,3.2234995160251856e-05,4.3820939026772976e-05,2.073251724243164
42,3.389617631910369e-05,4.835147046833299e-05,2.072726249694824
43,3.595914313336834e-05,4.2861400288529694e-05,2.0726654529571533
44,3.0357157811522484e-05,5.362021693144925e-05,2.07421612739563
45,2.3943734049680643e-05,5.495387449627742e-05,2.0749058723449707
46,1.6634616258670576e-05,4.376255674287677e-05,2.075871229171753
47,1.0470519555383362e-05,3.0211243938538246e-05,2.0767078399658203
48,6.1034702412143815e-06,4.1954706830438226e-05,2.0778450965881348
49,4.399822955747368e-06,6.82682657497935e-05,2.077955484390259
50,2.7671644602378365e-06,3.0128010621410795e-05,2.079927921295166
51,4.330810952524189e-06,5.5031876399880275e-05,2.0811338424682617
52,3.974565970565891e-06,4.74540502182208e-05,2.0798110961914062
53,5.013753252569586e-06,3.840299177682027e-05,2.0802407264709473
54,4.231329967296915e-06,3.6276069295126945e-05,2.079474925994873
55,4.148693733441178e-06,3.4509321267250925e-05,2.0796008110046387
56,4.570113560475875e-06,3.473099059192464e-05,2.0806400775909424
57,3.559309789125109e-06,3.655531327240169e-05,2.0779662132263184
58,3.4156482797698118e-06,4.2133200622629374e-05,2.079456090927124
59,2.782539468171308e-06,4.401078695082106e-05,2.079427719116211
60,2.595655132608954e-06,3.7647558201570064e-05,2.0785179138183594
61,1.936460876095225e-06,3.10214891214855e-05,2.0784201622009277
62,2.2362726213032147e-06,3.4966251405421644e-05,2.0780458450317383
63,1.7733557342580752e-06,4.672151044360362e-05,2.0783777236938477
64,1.794092213458498e-06,2.5963119696825743e-05,2.077975273132324
65,2.2840083602204686e-06,4.028467810712755e-05,2.0779824256896973
66,1.7421905340597732e-06,3.5113971534883603e-05,2.0785324573516846
67,1.4203992577677127e-06,2.9432500014081597e-05,2.0796027183532715
68,1.8598543647385668e-06,3.567766907508485e-05,2.0793685913085938
69,3.2080611163110007e-06,4.327296846895479e-05,2.0801591873168945
70,2.3274201339518186e-06,3.736847429536283e-05,2.079481601715088
71,2.545819825172657e-06,3.237531200284138e-05,2.0794825553894043
72,2.747817916315398e-06,3.6070607166038826e-05,2.0799777507781982
73,2.045549763352028e-06,3.856301191262901e-05,2.078782558441162
74,3.954219209845178e-06,3.439418651396409e-05,2.0792484283447266
75,2.1641969851771137e-06,4.170608372078277e-05,2.0786023139953613
76,1.227010102411441e-06,3.280802411609329e-05,2.0775341987609863
77,2.3023280846246053e-06,3.161602217005566e-05,2.0773544311523438
78,2.2508604615723016e-06,4.133770562475547e-05,2.077651262283325
79,3.4516324376454577e-06,3.959459354518913e-05,2.076831102371216
80,3.611739430198213e-06,3.411519355722703e-05,2.077019691467285
81,4.224690201226622e-06,4.7207715397235006e-05,2.0778427124023438
82,4.127974534640089e-06,3.623678639996797e-05,2.076903820037842
83,3.5093053156742826e-06,4.072253796039149e-05,2.0777406692504883
84,2.414005393802654e-06,3.0929979402571917e-05,2.078428268432617
85,1.9997080471512163e-06,3.3683500078041106e-05,2.0780210494995117
86,1.3278347523737466e-06,2.9466078558471054e-05,2.0786492824554443
87,1.7547235984238796e-06,4.8659650929039344e-05,2.0789051055908203
88,2.516962922527455e-06,4.138607619097456e-05,2.079556941986084
89,3.6315391298558097e-06,4.800542228622362e-05,2.0800230503082275
90,3.4103586585843004e-06,3.213268064428121e-05,2.07930326461792
91,2.699576725717634e-06,2.9501188691938296e-05,2.080352783203125
92,2.7216067337576533e-06,4.9907950597116724e-05,2.078916549682617
93,2.4934981865953887e-06,2.3666612833039835e-05,2.0789449214935303
94,1.998518882828648e-06,3.596397436922416e-05,2.078202724456787
95,2.9244165489217266e-06,4.7115776396822184e-05,2.0776333808898926
96,1.5105957800187753e-06,2.782537558232434e-05,2.07745099067688
97,2.023976321652299e-06,3.004011341545265e-05,2.07735538482666
98,2.0256798052287195e-06,3.724225825862959e-05,2.077436923980713
99,2.649584303071606e-06,3.4694548958214e-05,2.078127384185791
100,3.2379550702898996e-06,3.995908627985045e-05,2.076359987258911
101,2.5174408619932365e-06,2.890773248509504e-05,2.0780491828918457
102,2.0255706658645067e-06,3.0039667763048783e-05,2.078523635864258
103,2.441540118525154e-06,4.1209670598618686e-05,2.0785722732543945
104,2.2796884877607226e-06,3.1628998840460554e-05,2.078423500061035
105,1.6987487470032647e-06,2.7888956537935883e-05,2.0780606269836426
106,1.5663529211451532e-06,2.987206789839547e-05,2.078946113586426
107,1.5761975191708189e-06,2.651616705406923e-05,2.0785088539123535
108,1.5078179558258853e-06,5.173232057131827e-05,2.078251361846924
109,1.796202354853449e-06,2.3311016775551252e-05,2.0780155658721924
110,1.6174830079762614e-06,2.3280459572561085e-05,2.0775866508483887
111,3.3670116863504518e-06,3.651656152214855e-05,2.0771472454071045
112,2.4563416900491575e-06,2.6918078219750896e-05,2.077756404876709
113,1.0585794143480598e-06,2.477479210938327e-05,2.0775294303894043
114,1.460781959394808e-06,2.167522325180471e-05,2.077798843383789
115,1.792598368410836e-06,4.068424823344685e-05,2.0790085792541504
116,2.107798536599148e-06,2.695554940146394e-05,2.0773191452026367
117,2.2112672013463452e-06,3.136107261525467e-05,2.078903913497925
118,2.736136593739502e-06,2.4646258680149913e-05,2.0790181159973145
119,1.5549139789072797e-06,2.7648595278151333e-05,2.0775742530822754
120,1.811256879591383e-06,2.8117941837990656e-05,2.077946186065674
121,1.5118698684091214e-06,3.274519622209482e-05,2.0783531665802
122,2.0235079318808857e-06,3.991823541582562e-05,2.0774779319763184
123,1.5293296655727318e-06,3.323864802950993e-05,2.0779123306274414
124,2.5864205781545024e-06,3.828818444162607e-05,2.076691150665283
125,2.574081463535549e-06,3.7387755583040416e-05,2.077810764312744
126,2.5454864953644574e-06,3.2976142392726615e-05,2.0770177841186523
127,1.0902851954597281e-06,2.3178465198725462e-05,2.0774717330932617
128,1.0891515103139682e-06,1.8742026441032067e-05,2.0786495208740234
129,1.8528462533140555e-06,2.3863627575337887e-05,2.0771567821502686
130,2.455517005728325e-06,3.2019153877627105e-05,2.0783233642578125
131,1.6646952190058073e-06,3.8417048926930875e-05,2.0776607990264893
132,1.360251530968526e-06,2.8674339773715474e-05,2.078233242034912
133,2.9764191822323482e-06,3.090055179200135e-05,2.0775949954986572
134,1.6064777810242958e-06,2.378505450906232e-05,2.0785160064697266
135,1.8650241599971196e-06,3.548109089024365e-05,2.077782392501831
136,1.4608361880164011e-06,3.113071579718962e-05,2.0780575275421143
137,1.0338632137063541e-06,3.173395816702396e-05,2.078150749206543
138,1.0039885864898679e-06,3.466274938546121e-05,2.076547145843506
139,1.4679455944133224e-06,2.9989099857630208e-05,2.0781235694885254
140,1.7352443819618202e-06,3.357239984325133e-05,2.0768179893493652
141,1.3895145229980699e-06,2.8277405363041908e-05,2.0761280059814453
142,2.0813131413888186e-06,2.5977918994612992e-05,2.0771210193634033
143,2.838588898157468e-06,3.4009135561063886e-05,2.0761287212371826
144,2.957971901196288e-06,4.5610540837515146e-05,2.0774331092834473
145,9.621901426726254e-07,2.6545822038315237e-05,2.077597141265869
146,1.6853393844940001e-06,2.2041733245714568e-05,2.0790882110595703
147,1.9142321434628684e-06,2.2662636183667928e-05,2.0786654949188232
148,1.8335374534217408e-06,3.165384623571299e-05,2.0781073570251465
149,2.1847545212949626e-06,2.9102980988682248e-05,2.0778512954711914
150,1.1222375633224146e-06,2.0498882804531604e-05,2.077620029449463
151,1.0980912747982075e-06,2.3647631678613834e-05,2.07878041267395
152,4.0624804569233675e-06,2.976058931380976e-05,2.077286958694458
153,1.4918477972969413e-06,2.967474574688822e-05,2.0780928134918213
154,9.383147698827088e-07,2.5887937226798385e-05,2.078280448913574
155,2.1770154035039013e-06,3.7962458009133115e-05,2.076648712158203
156,1.639174797674059e-06,3.434906466281973e-05,2.077749252319336
157,1.531064754090039e-06,2.980009958264418e-05,2.077929973602295
158,1.3423029940895503e-06,3.0386454454855993e-05,2.076533794403076
159,1.3956382645119447e-06,2.4327215214725584e-05,2.076599597930908
160,2.0865159058303107e-06,2.3617980332346633e-05,2.076028823852539
161,1.4753538835066138e-06,4.3052787077613175e-05,2.077772855758667
162,2.98062150250189e-06,3.669175202958286e-05,2.077214002609253
163,1.3135703511579777e-06,2.515753840270918e-05,2.078968048095703
164,2.2139588509162422e-06,2.4356364519917406e-05,2.0781922340393066
165,2.0967872842447832e-06,2.2982385416980833e-05,2.077603578567505
166,2.453845809213817e-06,2.247923839604482e-05,2.077996015548706
167,1.829759867177927e-06,2.78328952845186e-05,2.0774359703063965
168,2.146474344044691e-06,3.181836291332729e-05,2.077390670776367
169,9.257186093236669e-07,2.4568696971982718e-05,2.0779809951782227
170,2.614262939459877e-06,3.0481727662845515e-05,2.0749778747558594
171,2.280335138493683e-06,2.3558946850243956e-05,2.0759124755859375
172,1.4948077478038613e-06,2.9445935069816187e-05,2.077777147293091
173,3.0848341339151375e-06,3.8786351069575176e-05,2.0767440795898438
174,1.5079681361385155e-06,2.671229412953835e-05,2.0767736434936523
175,1.6171844663404045e-06,2.5519981136312708e-05,2.0769331455230713
176,2.3856659936427604e-06,2.9421367798931897e-05,2.075794219970703
177,1.6904966742004035e-06,2.1730347725679167e-05,2.078505039215088
178,1.32841489630664e-06,2.7656433303491212e-05,2.0777273178100586
179,4.034363882965408e-06,2.4466222384944558e-05,2.0760297775268555
180,1.1620265922829276e-06,3.371199272805825e-05,2.0765862464904785
181,3.918065885955002e-06,2.4105260308715515e-05,2.0787792205810547
182,1.984190930670593e-06,2.6908417567028664e-05,2.0782103538513184
183,1.6217725260503357e-06,2.4533514078939334e-05,2.0760838985443115
184,2.5152376110781915e-06,2.2259260731516406e-05,2.078190326690674
185,1.260700400962378e-06,3.184448723914102e-05,2.076200008392334
186,2.9613913739012787e-06,3.0302689992822707e-05,2.077306032180786
187,3.0253318072936963e-06,2.8502836357802153e-05,2.076629161834717
188,1.7346191043543513e-06,2.4079519789665937e-05,2.075922966003418
189,7.446956260537263e-06,2.7235546440351754e-05,2.0784270763397217
190,2.424822923785541e-06,2.342305742786266e-05,2.0747768878936768
191,1.3170090369385434e-06,2.558309461164754e-05,2.0784988403320312
192,1.3497492545866407e-06,2.2720272681908682e-05,2.076897621154785
193,3.0039386729185935e-06,2.327817855984904e-05,2.076148509979248
194,3.2217512853094377e-06,2.2112370061222464e-05,2.0747087001800537
195,4.234847438056022e-06,2.2886175429448485e-05,2.075892448425293
196,1.3977369235362858e-06,3.147354073007591e-05,2.076406955718994
197,2.0517268239927944e-06,2.1563722839346156e-05,2.0777716636657715
198,1.2566788427648135e-06,2.4032768124016002e-05,2.07745623588562
199,2.680303168745013e-06,2.129446147591807e-05,2.0772573947906494
200,1.945300709849107e-06,2.20596539293183e-05,2.0776100158691406
201,1.4244350268199923e-06,2.3609280106029473e-05,2.0772452354431152
202,3.5480738915794063e-06,2.1509044017875567e-05,2.078702449798584
203,2.223458750449936e-06,2.137523188139312e-05,2.077178955078125
204,4.261676167516271e-06,2.5654255296103656e-05,2.077589273452759
205,1.4549284514941974e-06,2.136175498890225e-05,2.0772814750671387
206,1.8780149275698932e-06,2.1347019355744123e-05,2.0762038230895996
207,3.6467290556174703e-06,2.0114704966545105e-05,2.074889659881592
208,3.1215561193675967e-06,2.328971095266752e-05,2.0768561363220215
209,5.31335672349087e-06,2.3344677174463868e-05,2.076155662536621
210,2.2478056962427218e-06,4.0843020542524755e-05,2.076641082763672
211,2.1238358840491856e-06,1.7330487025901675e-05,2.076564311981201
212,2.32878028327832e-06,2.1365816792240366e-05,2.0762722492218018
213,1.8497711380405235e-06,2.0544350263662636e-05,2.075958728790283
214,2.667156877578236e-06,2.098756522173062e-05,2.077773094177246
215,4.1574585338821635e-06,2.8091471904190257e-05,2.0747904777526855
216,2.4087039491860196e-06,2.5568169803591445e-05,2.0755903720855713
217,1.8103432921634521e-06,2.580013642727863e-05,2.0766348838806152
218,1.4776433090446517e-06,1.9865132344421e-05,2.076599359512329
219,2.5586334686522605e-06,2.315252277185209e-05,2.078174591064453
220,1.3710190387428156e-06,1.998238622036297e-05,2.0776262283325195
221,3.110100124104065e-06,2.4073244276223704e-05,2.0775880813598633
222,1.8820401237462647e-06,2.549017699493561e-05,2.076139450073242
223,3.7050867831567302e-06,2.211483479186427e-05,2.0763587951660156
224,2.3635079742234666e-06,1.8488730347598903e-05,2.0763773918151855
225,1.8908102674686234e-06,2.4925648176576942e-05,2.0773284435272217
226,2.0723387024190743e-06,2.519810186640825e-05,2.0763373374938965
227,1.917458121170057e-06,1.8733402612269856e-05,2.0775070190429688
228,2.4020343971642433e-06,2.6506055291974917e-05,2.0769593715667725
229,2.7682867766998243e-06,2.0721330656670034e-05,2.0759284496307373
230,2.7240021154284477e-06,2.969777415273711e-05,2.076122283935547
231,3.763320819416549e-06,2.8877766453661025e-05,2.0776546001434326
232,1.7549331232658005e-06,1.9924296793760732e-05,2.076854705810547
233,3.4249142117914744e-06,2.614877485029865e-05,2.0769710540771484
234,1.4869509641357581e-06,2.359589961997699e-05,2.0744030475616455
235,2.3734928618068807e-06,2.4567289074184373e-05,2.0758848190307617
236,1.0987359928549267e-06,2.193331965827383e-05,2.075498342514038
237,4.84592010252527e-06,2.462071097397711e-05,2.0745301246643066
238,2.4982155082398094e-06,3.133279096800834e-05,2.074193239212036
239,2.589643372630235e-06,2.5204337362083606e-05,2.0759119987487793
240,4.004638867627364e-06,2.334885357413441e-05,2.0734245777130127
241,5.9705139392463025e-06,2.5894583814078942e-05,2.0759694576263428
242,4.3040208765887655e-06,2.7213303837925196e-05,2.075789451599121
243,1.993063733607414e-06,2.09263562283013e-05,2.0754218101501465
244,2.005206169997109e-06,2.0883668184978887e-05,2.0766758918762207
245,3.4701408822002122e-06,2.4347493308596313e-05,2.0776443481445312
246,4.395749783725478e-06,2.7083260647486895e-05,2.076559066772461
247,6.75378714731778e-06,2.260186374769546e-05,2.077941417694092
248,3.568233296391554e-06,2.2357455236488022e-05,2.077399730682373
249,3.2544983241677983e-06,1.6853386114235036e-05,2.0761446952819824
250,4.758289833262097e-06,2.0495144781307317e-05,2.0735089778900146
251,2.204110842285445e-06,2.1072821255074814e-05,2.0747172832489014
252,2.8721242415485904e-06,2.1179519535508007e-05,2.076658248901367
253,4.655712473322637e-06,1.9674262148328125e-05,2.074329376220703
254,4.391865331854206e-06,2.476055669831112e-05,2.0757622718811035
255,4.397580141812796e-06,2.137869523721747e-05,2.0751326084136963
256,4.908324626740068e-06,2.750812745944131e-05,2.0752108097076416
257,3.940406713809352e-06,2.2376061679096892e-05,2.0753979682922363
258,3.5138323255523574e-06,2.165991645597387e-05,2.074907064437866
259,2.3653346943319775e-06,1.6754347598180175e-05,2.076707124710083
260,3.745196863746969e-06,1.9702929421328008e-05,2.076866626739502
261,3.531854417815339e-06,1.4686438589706086e-05,2.0745229721069336
262,4.230713784636464e-06,1.809446075640153e-05,2.074313163757324
263,3.6791652746615e-06,2.4327498977072537e-05,2.074208974838257
264,2.3000479814072605e-06,2.2880620235810056e-05,2.0722336769104004
265,4.521755727182608e-06,1.6126505215652287e-05,2.076925277709961
266,1.950929799932055e-06,2.3435532057192177e-05,2.0731985569000244
267,3.3185888241860084e-06,2.08164219657192e-05,2.0738234519958496
268,1.9418357624090277e-06,1.9756294932449237e-05,2.074558973312378
269,2.85391297438764e-06,1.4148447007755749e-05,2.074491500854492
270,2.796865828713635e-06,1.7485295757069252e-05,2.074709892272949
271,2.2848998924018815e-06,2.625669731060043e-05,2.0759177207946777
272,2.525046284063137e-06,2.010082607739605e-05,2.075435161590576
273,4.602699391398346e-06,2.8770038625225425e-05,2.0733370780944824
274,2.362653958698502e-06,1.742190943332389e-05,2.074368715286255
275,3.4171284823969472e-06,2.028385642915964e-05,2.073556423187256
276,2.453303522997885e-06,1.7201935406774282e-05,2.0744314193725586
277,3.089174242631998e-06,2.6673867978388444e-05,2.075058937072754
278,3.6238707252778113e-06,2.0246348867658526e-05,2.0751450061798096
279,1.9773817712120945e-06,2.179547300329432e-05,2.074404716491699
280,2.7008979941456346e-06,1.6796653653727844e-05,2.07418155670166
281,3.605846586651751e-06,1.5635007002856582e-05,2.0766396522521973
282,2.746799054875737e-06,2.1818364984937944e-05,2.0775437355041504
283,3.955773536290508e-06,2.1557967556873336e-05,2.0761466026306152
284,3.066956651309738e-06,1.8798091332428157e-05,2.0756959915161133
285,3.090500285907183e-06,1.5710957086412236e-05,2.075070381164551
286,2.63316815107828e-06,3.1275390938390046e-05,2.0724215507507324
287,2.7284784209768986e-06,1.6766734916018322e-05,2.0740673542022705
288,4.04773345508147e-06,1.709114803816192e-05,2.0712332725524902
289,3.0180340218066704e-06,1.9406174033065327e-05,2.0719144344329834
290,3.4083579976140754e-06,2.0877412680420093e-05,2.071732997894287
291,4.361586434242781e-06,1.5936257113935426e-05,2.0717406272888184
292,3.5899638533010148e-06,1.893670196295716e-05,2.0750579833984375
293,3.4769309422699735e-06,2.180053706979379e-05,2.0749049186706543
294,2.9725370040978305e-06,1.540486300655175e-05,2.0721936225891113
295,3.0814221645414364e-06,2.2970254576648585e-05,2.075143337249756
296,5.272666840028251e-06,2.0872328605037183e-05,2.074192523956299
297,3.0847190828353632e-06,1.6024307115003467e-05,2.0725178718566895
298,3.832712081930367e-06,1.62500400620047e-05,2.0740108489990234
299,2.838668478943873e-06,1.9357428755029105e-05,2.0753509998321533
300,2.742289325396996e-06,1.8062415620079264e-05,2.074204921722412
301,3.436725137362373e-06,1.4294833817984909e-05,2.0742008686065674
302,3.7698405321862083e-06,2.2071340936236084e-05,2.072640895843506
303,3.3320225156785455e-06,2.265949842694681e-05,2.0726466178894043
304,2.751613919826923e-06,1.7369198758387938e-05,2.0732014179229736
305,1.841130824686843e-06,2.0692532416433096e-05,2.0756728649139404
306,2.263307806060766e-06,1.7942380509339273e-05,2.0727379322052
307,2.4258461053250358e-06,1.9870418327627704e-05,2.077348232269287
308,3.9775231925887056e-06,1.670715573709458e-05,2.0743887424468994
309,4.163764060649555e-06,2.091153510264121e-05,2.074355125427246
310,4.005138180218637e-06,2.1060941435280256e-05,2.072124719619751
311,2.440841853967868e-06,1.642257302592043e-05,2.0728893280029297
312,3.8080399917816976e-06,2.540760578995105e-05,2.0743088722229004
313,3.6466651636146707e-06,2.2193788026925176e-05,2.0734167098999023
314,3.613992930695531e-06,1.3714732631342486e-05,2.0714974403381348
315,4.116602667636471e-06,2.0900133677059785e-05,2.0719799995422363
