strategy,annual_return,annual_volatility,sharpe_ratio,max_drawdown,cumulative_return,turnover
IQL,0.07014557124945252,0.074768456275418,0.9381706503483692,0.11483134922193106,0.3274583049239834,0.17480548065264795
Equal Weight,0.07062317142329565,0.07409121785539596,0.9531922064114413,0.11876914633858349,0.33076771053541054,0.0
Momentum,0.07060491351720645,0.07409210916888324,0.9529343179618738,0.11874105854290541,0.3306649993986077,0.00012825476984723946
Risk Parity,0.04905212606265321,0.040007678261418905,1.2260677998392189,0.06172415565926656,0.2252398721020461,0.01019029638495993
