strategy,annual_return,annual_volatility,sharpe_ratio,max_drawdown,cumulative_return,turnover
IQL,-0.1483024208480758,0.07457088711483618,-1.988744221584705,0.47062421986612296,-0.47043747800196045,0.17366186347882404
Equal Weight,0.07062317142329565,0.07409121785539596,0.9531922064114413,0.11876914633858349,0.33076771053541054,0.0
Momentum,0.07044346481729319,0.07409255648878796,0.9507495510423241,0.11885087393924687,0.3297608309666955,0.00012825476984723946
Risk Parity,0.03622445419483749,0.040129865486814076,0.9026806782280438,0.07083067227073388,0.16080784504744616,0.01019029638495993
