critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,actor/total_loss,actor/q_loss,actor/bc_loss,actor/entropy_loss,actor/mse,beta/beta_loss,beta/beta,step
0.9977182149887085,0.0693359375,0.2216796875,-0.1005859375,-2.6368255615234375,0.162109375,2.240630626678467,-5.039767742156982,0.7468768358230591,9.240523338317871,0.9997000694274902,0
0.12882909178733826,-38.0,-0.5234375,-40.25,38.72875213623047,38.0,0.8300251364707947,-0.12657880783081055,0.2766750454902649,0.5303364396095276,0.10750025510787964,10000
0.5606209635734558,-49.75,0.38671875,-63.75,50.00706481933594,49.25,0.6040830612182617,0.11738727986812592,0.2013610303401947,-0.004759085830301046,0.029585860669612885,20000
0.24677935242652893,-55.25,0.16796875,-75.0,55.809513092041016,55.25,0.5196832418441772,0.1189393699169159,0.17322775721549988,0.0018668209668248892,0.028758950531482697,30000
0.2956092953681946,-61.0,0.1259765625,-81.5,61.324039459228516,60.75,0.5169879794120789,0.11199072748422623,0.17232932150363922,-0.005906115751713514,0.028041325509548187,40000
0.38838398456573486,-64.5,0.26953125,-86.0,64.70467376708984,64.0,0.45175275206565857,0.12065697461366653,0.15058425068855286,-0.002191368257626891,0.028375940397381783,50000
0.31095045804977417,-62.0,0.0029296875,-89.5,62.32948684692383,61.75,0.4710446000099182,0.11060003936290741,0.157014861702919,-0.0015442223520949483,0.028492284938693047,60000
0.23095858097076416,-66.0,-0.298828125,-91.0,66.50464630126953,66.0,0.4440627694129944,0.12103722989559174,0.1480209231376648,-0.0037286290898919106,0.02850196696817875,70000
0.2091716229915619,-67.5,-0.4140625,-93.5,67.6947250366211,67.0,0.4823971688747406,0.11757561564445496,0.1607990562915802,0.003019942669197917,0.028401654213666916,80000
0.37701159715652466,-68.5,0.1025390625,-95.0,68.6798324584961,68.0,0.5118139982223511,0.10922642797231674,0.1706046760082245,-0.0036751427687704563,0.028369681909680367,90000
0.3503652513027191,-69.0,-0.25390625,-95.5,69.07274627685547,68.5,0.4540640115737915,0.11164543032646179,0.15135467052459717,-0.0014234870905056596,0.028324179351329803,100000
0.3902948498725891,-65.5,-0.15234375,-96.5,65.8622817993164,65.5,0.41101109981536865,0.11899545788764954,0.13700370490550995,-0.003075681859627366,0.028174040839076042,110000
0.2993854880332947,-69.5,-0.197265625,-97.5,69.7356948852539,69.0,0.44536077976226807,0.11551465094089508,0.14845359325408936,0.0044707851484417915,0.02832418493926525,120000
0.250943124294281,-68.0,-0.53515625,-95.0,68.09605407714844,67.5,0.49479585886001587,0.11050402373075485,0.16493195295333862,-0.0037268802989274263,0.02824086882174015,130000
0.28395459055900574,-70.0,0.16015625,-99.0,70.60472869873047,70.0,0.4703369736671448,0.11078538000583649,0.1567789912223816,0.005280327517539263,0.028339896351099014,140000
0.22659015655517578,-66.5,0.2578125,-99.0,67.00577545166016,66.5,0.505972146987915,0.12299668043851852,0.16865739226341248,-0.0014038393273949623,0.028538230806589127,150000
0.41091999411582947,-69.5,-0.201171875,-98.0,69.61358642578125,69.0,0.5037033557891846,0.11605580151081085,0.16790112853050232,0.005260162055492401,0.02865605242550373,160000
0.29835718870162964,-69.5,0.34375,-97.5,70.16736602783203,69.5,0.43905043601989746,0.12014555186033249,0.14635014533996582,-0.006394187919795513,0.02852589078247547,170000
0.19678547978401184,-70.5,0.046875,-97.5,70.8259048461914,70.5,0.42429015040397644,0.11423908174037933,0.1414300501346588,-0.0004534065374173224,0.028511209413409233,180000
0.18439167737960815,-73.0,0.125,-97.5,73.35975646972656,73.0,0.4796293079853058,0.11021352559328079,0.15987643599510193,0.008341947570443153,0.02836192026734352,190000
0.22516849637031555,-69.5,-0.1279296875,-100.0,69.763916015625,69.0,0.4601892828941345,0.10508975386619568,0.15339642763137817,0.006471381988376379,0.02844226360321045,200000
0.22224277257919312,-72.0,-0.248046875,-98.0,72.45472717285156,72.0,0.4895334243774414,0.10949436575174332,0.16317780315876007,-0.004042293410748243,0.02842545136809349,210000
0.2741832733154297,-69.5,-0.3515625,-99.0,70.03396606445312,69.5,0.4521752595901489,0.11380790174007416,0.1507250815629959,0.005092681385576725,0.02822934277355671,220000
0.23289860785007477,-71.0,0.08203125,-100.0,71.16231536865234,70.5,0.45915693044662476,0.10186438262462616,0.15305231511592865,0.004635912831872702,0.02838156931102276,230000
0.47058165073394775,-69.0,-0.5546875,-100.5,69.44683074951172,69.0,0.4695494771003723,0.11113634705543518,0.15651649236679077,0.004384033847600222,0.028282631188631058,240000
0.21162286400794983,-72.0,-5.09375,-99.5,72.41344451904297,72.0,0.42084068059921265,0.12443926185369492,0.14028023183345795,-0.0011555731762200594,0.028378289192914963,250000
0.3291110098361969,-71.0,-0.033203125,-98.5,71.2818832397461,70.5,0.47765791416168213,0.11385157704353333,0.15921930968761444,-0.014471751637756824,0.028134368360042572,260000
0.23431360721588135,-67.5,0.001953125,-99.5,67.7279281616211,67.0,0.4225320518016815,0.11446806788444519,0.14084401726722717,-0.008198407478630543,0.028363969177007675,270000
1.2932937145233154,-72.0,0.041015625,-99.5,71.96855926513672,71.5,0.46593177318573,0.115811288356781,0.15531058609485626,-0.002512402134016156,0.02867117151618004,280000
0.30400270223617554,-70.5,-0.0673828125,-99.5,70.7205581665039,70.0,0.4283009469509125,0.11426110565662384,0.14276698231697083,0.004171233624219894,0.028449540957808495,290000
0.34809473156929016,-69.5,-0.1455078125,-99.0,69.94328308105469,69.5,0.42398902773857117,0.12149439752101898,0.14132967591285706,-0.006402779836207628,0.02860191836953163,300000
0.1860036998987198,-72.5,-0.056640625,-100.0,72.72866821289062,72.0,0.43127113580703735,0.10435204207897186,0.14375704526901245,0.005368498619645834,0.028494684025645256,310000
0.25791120529174805,-69.5,0.21875,-100.5,69.65631103515625,69.0,0.43463292717933655,0.11069896072149277,0.14487764239311218,-0.003610258921980858,0.02862289547920227,320000
0.20740482211112976,-68.5,-0.16796875,-99.5,68.66263580322266,68.0,0.39349353313446045,0.11284344643354416,0.13116450607776642,-0.002026109490543604,0.028408316895365715,330000
0.1826080083847046,-71.0,-0.044921875,-100.0,71.24925994873047,70.5,0.44053566455841064,0.11282546818256378,0.14684522151947021,-0.0029905089177191257,0.0285012349486351,340000
0.24250885844230652,-71.5,-0.0625,-100.5,71.57725524902344,71.0,0.488904744386673,0.10557565838098526,0.162968248128891,0.005595312919467688,0.02872772328555584,350000
0.2598169147968292,-67.5,0.08203125,-99.5,67.91223907470703,67.5,0.4619394540786743,0.11798053234815598,0.1539798229932785,-0.0026906318962574005,0.028424497693777084,360000
0.7005097270011902,-69.0,0.00390625,-99.5,69.25088500976562,68.5,0.5345944166183472,0.11753850430250168,0.17819814383983612,-0.0018711881712079048,0.028666317462921143,370000
0.2440318465232849,-72.0,-0.060546875,-100.5,72.28359985351562,71.5,0.43303102254867554,0.11212366074323654,0.14434367418289185,0.0017637463752180338,0.028411535546183586,380000
0.21291694045066833,-68.0,0.060546875,-100.5,68.48446655273438,68.0,0.42310014367103577,0.11762339621782303,0.1410333812236786,-0.003155597485601902,0.028558051213622093,390000
0.19424641132354736,-70.0,0.095703125,-100.5,70.23857116699219,69.5,0.4866907000541687,0.12082970887422562,0.1622302383184433,-0.004954448435455561,0.028653135523200035,400000
0.2257619947195053,-71.0,0.060546875,-100.5,71.23290252685547,70.5,0.4530409276485443,0.11086779832839966,0.15101364254951477,-0.0009714296902529895,0.028599172830581665,410000
0.22194555401802063,-70.0,-0.25390625,-100.5,70.45049285888672,70.0,0.4655870199203491,0.11071740835905075,0.1551956683397293,-0.00522114522755146,0.028651637956500053,420000
0.23477399349212646,-70.5,0.095703125,-100.5,70.6460189819336,70.0,0.44008299708366394,0.11604989320039749,0.1466943323612213,0.0042805238626897335,0.02841828390955925,430000
0.22380486130714417,-71.5,0.00390625,-100.5,71.4718246459961,71.0,0.43003472685813904,0.11984685063362122,0.143344908952713,-0.008222936652600765,0.02871183678507805,440000
0.2455836683511734,-70.5,-0.01171875,-100.0,70.77550506591797,70.0,0.43397676944732666,0.10854305326938629,0.1446589231491089,0.003274346236139536,0.028764238581061363,450000
0.23040927946567535,-70.0,0.029296875,-100.5,70.1672592163086,69.5,0.4073012173175812,0.11828037351369858,0.13576707243919373,0.0022085311356931925,0.02893325500190258,460000
0.16904780268669128,-72.0,0.080078125,-100.5,72.3630599975586,72.0,0.4451422691345215,0.11557160317897797,0.14838075637817383,-0.003583113430067897,0.028329182416200638,470000
0.23291073739528656,-71.0,-1.5,-99.5,71.31704711914062,71.0,0.4196099042892456,0.12411542981863022,0.13986997306346893,-0.0011998446425423026,0.02868625335395336,480000
0.21817940473556519,-69.5,0.0,-99.0,70.03947448730469,69.5,0.4094904363155365,0.10706650465726852,0.13649681210517883,0.011148332618176937,0.028762107715010643,490000
0.21476027369499207,-72.0,0.0703125,-100.5,72.0880126953125,71.5,0.38558775186538696,0.11457562446594238,0.12852925062179565,-0.003001695964485407,0.028528250753879547,500000
0.17677105963230133,-72.0,0.0625,-100.5,72.15910339355469,71.5,0.4101661741733551,0.11463210731744766,0.13672205805778503,-0.005357361398637295,0.02844218909740448,510000
0.13889412581920624,-72.5,-0.08984375,-100.5,72.930419921875,72.5,0.4347216486930847,0.11253509670495987,0.14490722119808197,0.0025490992702543736,0.028628956526517868,520000
0.23570653796195984,-72.0,-0.1611328125,-100.5,72.24128723144531,71.5,0.44664323329925537,0.10737324506044388,0.14888107776641846,0.003040878102183342,0.02861907333135605,530000
0.17041528224945068,-72.5,-0.0078125,-100.5,72.60384368896484,72.0,0.435783326625824,0.10694506764411926,0.14526110887527466,0.004716565832495689,0.028884688392281532,540000
0.17965352535247803,-72.0,0.009765625,-100.5,72.44841003417969,72.0,0.4617716670036316,0.10962993651628494,0.1539238840341568,0.0038074450567364693,0.02868107706308365,550000
0.19456151127815247,-71.5,0.056640625,-100.5,71.8314437866211,71.5,0.4286682605743408,0.11241712421178818,0.14288942515850067,-0.00012198799959151074,0.028741220012307167,560000
0.28659355640411377,-73.5,-0.00390625,-100.5,73.50428009033203,73.0,0.45272064208984375,0.1166812852025032,0.15090687572956085,0.0005095519591122866,0.028813162818551064,570000
0.20865508913993835,-72.0,-0.080078125,-100.5,72.21105194091797,71.5,0.4073457419872284,0.10920185595750809,0.1357819139957428,-0.003532098839059472,0.02836417965590954,580000
0.2233244925737381,-70.0,-1.1640625,-99.0,70.21839904785156,69.5,0.39366382360458374,0.12066515535116196,0.13122127950191498,-0.004550984129309654,0.028736211359500885,590000
0.18635031580924988,-72.0,-0.0458984375,-100.5,72.45954132080078,72.0,0.39874255657196045,0.11559247225522995,0.13291418552398682,0.005034537520259619,0.028702447190880775,600000
0.18521569669246674,-71.0,-0.001953125,-100.5,71.09146118164062,70.5,0.4324551522731781,0.11611538380384445,0.1441517174243927,-0.0020712586119771004,0.028593389317393303,610000
0.19007088243961334,-71.5,-0.0771484375,-100.5,71.5577621459961,71.0,0.39593958854675293,0.11408158391714096,0.13197986781597137,0.007507540285587311,0.028642117977142334,620000
0.21925055980682373,-68.5,0.01953125,-100.5,68.54859161376953,68.0,0.4581676125526428,0.121664859354496,0.1527225375175476,0.005975332576781511,0.028727106750011444,630000
0.19902554154396057,-71.0,-0.072265625,-100.5,71.0999755859375,70.5,0.4261374771595001,0.11478187143802643,0.14204582571983337,0.003108796663582325,0.028589587658643723,640000
0.21411144733428955,-70.5,-0.0361328125,-100.5,70.5670394897461,70.0,0.4228709042072296,0.11098926514387131,0.14095696806907654,0.002825360046699643,0.02863634191453457,650000
0.16045978665351868,-74.5,-0.1103515625,-100.0,74.62313079833984,74.0,0.42729008197784424,0.11053335666656494,0.14243002235889435,-0.002433160552754998,0.028467224910855293,660000
0.2855779528617859,-70.0,0.029296875,-100.5,70.3763656616211,70.0,0.4071992039680481,0.1168963685631752,0.13573306798934937,-0.006778573151677847,0.028453849256038666,670000
