strategy,annual_return,annual_volatility,sharpe_ratio,max_drawdown,cumulative_return,turnover
IQL,0.02658185416371072,0.07480977361150518,0.35532595382193,0.13740277185066493,0.10521503139900723,0.17436293988181692
Equal Weight,0.07062317142329565,0.07409121785539596,0.9531922064114413,0.11876914633858349,0.33076771053541054,0.0
Momentum,0.0705726237772238,0.07409219859118335,0.9524973630033655,0.11876302270769278,0.33048411660642185,0.00012825476984723946
Risk Parity,0.04648659168909008,0.04002339555331634,1.1614854523565827,0.06303687296409681,0.21207558533007376,0.01019029638495993
