value/v_loss,value/v_mean,value/v_max,value/v_min,critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,actor/actor_loss,actor/mse,step
0.0018863703589886427,0.015625,0.0966796875,-0.11767578125,0.7653203010559082,0.04345703125,0.125,-0.07958984375,3.2282867431640625,0.18770115077495575,0
0.29329854249954224,-25.125,-1.65625,-36.75,1.3364251852035522,-25.75,-0.48046875,-37.25,14.085213661193848,0.03246646001935005,10000
0.3190426230430603,-29.25,0.333984375,-44.5,0.7820441126823425,-30.25,0.4296875,-44.75,9.374475479125977,0.040021415799856186,20000
0.4685724079608917,-30.5,1.0859375,-46.5,0.6680078506469727,-31.25,0.54296875,-46.75,12.830337524414062,0.03056163899600506,30000
0.5607768893241882,-30.625,0.3515625,-46.5,1.0557620525360107,-30.875,0.419921875,-46.5,20.050064086914062,0.031383514404296875,40000
0.6214432120323181,-31.0,0.8984375,-46.75,1.0436006784439087,-31.625,0.3828125,-47.0,11.51576042175293,0.03224029764533043,50000
0.7936480045318604,-31.875,0.53125,-47.25,0.6882644891738892,-32.0,0.5390625,-47.25,22.428573608398438,0.027526143938302994,60000
0.5734570026397705,-31.625,0.51953125,-47.75,0.939151406288147,-32.25,0.208984375,-48.25,10.826891899108887,0.029182402417063713,70000
0.37339356541633606,-32.5,0.359375,-47.5,0.4822176694869995,-33.0,0.12158203125,-47.5,7.550507545471191,0.034661781042814255,80000
0.3404453694820404,-31.5,0.62109375,-47.5,0.5415815114974976,-32.25,0.8515625,-48.25,9.515905380249023,0.03012361004948616,90000
0.5685076713562012,-32.25,-0.0859375,-47.75,0.6813523173332214,-32.75,-0.1630859375,-47.75,13.824578285217285,0.029938921332359314,100000
0.4604281485080719,-33.0,0.146484375,-48.0,0.6367323994636536,-33.25,0.35546875,-48.0,13.869104385375977,0.03211327642202377,110000
0.42201268672943115,-32.75,0.23046875,-48.25,0.33377188444137573,-33.25,0.2060546875,-48.5,9.537009239196777,0.024898966774344444,120000
0.6617709994316101,-32.5,0.22265625,-48.5,0.7060142755508423,-33.25,-0.0159912109375,-48.5,7.46199893951416,0.03112647496163845,130000
0.33000892400741577,-33.0,0.1923828125,-48.5,0.5997204780578613,-33.75,0.296875,-49.0,11.910210609436035,0.02328336425125599,140000
0.7648380994796753,-33.25,0.357421875,-48.0,0.542455792427063,-34.25,0.021240234375,-49.0,4.651262283325195,0.028156841173768044,150000
0.7826187014579773,-33.25,0.1513671875,-48.75,0.381208598613739,-34.0,0.2314453125,-49.0,13.996023178100586,0.032696858048439026,160000
0.5901011824607849,-33.5,0.1298828125,-48.5,0.8244984149932861,-33.75,0.1142578125,-48.75,16.504009246826172,0.034237831830978394,170000
0.4755792021751404,-33.5,0.64453125,-48.0,0.7267075181007385,-34.0,0.314453125,-48.5,8.990177154541016,0.028145795688033104,180000
0.562452495098114,-32.5,0.59375,-48.25,0.7185646295547485,-33.0,0.1875,-49.0,15.0076904296875,0.03152164816856384,190000
0.8412909507751465,-33.5,0.0947265625,-49.0,0.7647837400436401,-34.5,0.0029144287109375,-49.0,11.135777473449707,0.027981305494904518,200000
0.3721345365047455,-34.5,0.431640625,-48.5,0.5252400636672974,-35.25,0.07177734375,-49.25,10.032336235046387,0.02636769413948059,210000
0.9818699359893799,-33.75,0.095703125,-48.75,0.6875267028808594,-34.75,-0.01239013671875,-49.0,14.38715934753418,0.029828963801264763,220000
0.8193151950836182,-33.0,0.56640625,-48.25,0.46565181016921997,-33.25,0.1689453125,-49.0,13.567229270935059,0.03160051256418228,230000
0.6591923236846924,-34.75,0.330078125,-49.0,0.9367077350616455,-35.5,0.154296875,-49.0,8.162029266357422,0.03426603227853775,240000
0.545164942741394,-33.75,-0.080078125,-48.75,0.6857250332832336,-34.5,0.1474609375,-49.5,16.414134979248047,0.03021351993083954,250000
0.8774805068969727,-34.5,0.271484375,-49.25,0.6201380491256714,-35.25,-0.007110595703125,-49.75,17.861019134521484,0.02891882136464119,260000
0.3906351327896118,-34.75,0.4609375,-49.25,0.2906380891799927,-35.25,0.296875,-49.25,9.895363807678223,0.028153685852885246,270000
0.5006047487258911,-34.75,0.2392578125,-49.25,0.7905924320220947,-35.0,0.2333984375,-49.5,9.6472806930542,0.027336014434695244,280000
0.5107319951057434,-34.25,0.35546875,-49.5,0.722411036491394,-35.0,0.2470703125,-49.5,9.463083267211914,0.03261740133166313,290000
0.3943900167942047,-34.75,0.4296875,-49.75,0.4996401071548462,-35.5,0.23828125,-50.0,3.9624998569488525,0.030735185369849205,300000
0.49313756823539734,-34.5,0.34765625,-49.0,1.4908485412597656,-35.0,-0.004638671875,-49.0,12.443745613098145,0.024172792211174965,310000
0.36143845319747925,-36.0,0.1845703125,-49.5,0.4093382954597473,-36.5,0.1259765625,-50.0,8.292534828186035,0.026911458000540733,320000
0.37031036615371704,-35.5,0.08056640625,-49.75,0.4012552499771118,-36.25,0.10986328125,-50.0,8.740459442138672,0.027257541194558144,330000
0.47480806708335876,-34.5,0.423828125,-49.25,0.7406500577926636,-34.75,0.388671875,-49.5,10.42125129699707,0.02198835089802742,340000
0.9181356430053711,-34.5,0.4375,-49.5,0.5851659774780273,-35.25,0.37890625,-50.25,14.41882610321045,0.02542082779109478,350000
0.4743894338607788,-35.5,0.5625,-49.75,0.4237409830093384,-36.0,0.345703125,-49.75,4.95098876953125,0.028825974091887474,360000
0.6457434296607971,-35.75,0.255859375,-49.75,1.329601526260376,-36.25,0.283203125,-50.5,16.246097564697266,0.027090519666671753,370000
0.4861161410808563,-36.0,0.318359375,-50.0,0.6462879180908203,-36.75,0.28125,-50.5,12.269294738769531,0.024840980768203735,380000
