Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
-243.19336,59.777184,-154.58005,-381.9463,1000.0,0,,,,,,,,,,
,,,,,999,-244.17998,1000,,,,,,,,
,,,,,1999,-206.21382,1000,,,,,,,,
,,,,,2999,-294.74695,1000,,,,,,,,
,,,,,3999,-279.44424,1000,,,,,,,,
,,,,,4999,-235.28625,1000,,,,,,,,
-229.31528,68.52473,-107.10897,-341.12793,1000.0,5000,,,,,,,,,,
,,,,,5999,-271.99707,1000,,,,,,,,
,,,,,6999,-272.33417,1000,,,,,,,,
,,,,,7999,-216.25737,1000,,,,,,,,
,,,,,8999,-249.5456,1000,,,,,,,,
,,,,,9999,-245.44778,1000,,,,,,,,
-270.65887,75.55787,-199.13629,-465.6476,1000.0,10000,,,-3.760317325592041,3.7297210693359375,13.159320831298828,-0.021783024072647095,3.4837722778320312,0.0003,0.0003,1
,,,,,10999,-257.89093,1000,,,,,,,,
,,,,,11000,,,-24.947467803955078,4.062928199768066,0.7615019083023071,20.80714988708496,20.843881607055664,0.0003,0.0003,1
,,,,,11999,-317.22653,1000,,,,,,,,
,,,,,12000,,,-42.58538055419922,4.053895950317383,0.96660315990448,38.48460388183594,38.55747985839844,0.0003,0.0003,1
,,,,,12999,-275.67563,1000,,,,,,,,
,,,,,13000,,,-59.15095520019531,4.085595607757568,0.8529592752456665,55.04466247558594,55.032012939453125,0.0003,0.0003,1
,,,,,13999,-323.79004,1000,,,,,,,,
,,,,,14000,,,-74.5150146484375,4.077718734741211,1.3265140056610107,70.38630676269531,70.5919189453125,0.0003,0.0003,1
,,,,,14999,-238.8182,1000,,,,,,,,
-176.48376,24.076155,-142.76901,-211.31772,1000.0,15000,,,-90.31639099121094,4.072342872619629,1.1374220848083496,86.1760025024414,86.27300262451172,0.0003,0.0003,1
,,,,,15999,-180.25455,1000,,,,,,,,
,,,,,16000,,,-104.41507720947266,4.047338485717773,1.3167533874511719,100.21450805664062,100.14093017578125,0.0003,0.0003,1
,,,,,16999,-104.09037,1000,,,,,,,,
,,,,,17000,,,-118.3563232421875,3.9775009155273438,1.1946207284927368,114.20835876464844,114.35256958007812,0.0003,0.0003,1
,,,,,17999,-21.310059,1000,,,,,,,,
,,,,,18000,,,-131.8278350830078,4.013627529144287,1.618065595626831,127.59659576416016,127.54927062988281,0.0003,0.0003,1
,,,,,18999,-137.9173,1000,,,,,,,,
,,,,,19000,,,-144.90032958984375,3.973125457763672,1.4450201988220215,140.65084838867188,140.66943359375,0.0003,0.0003,1
,,,,,19999,-187.44942,1000,,,,,,,,
-202.63254,36.90842,-132.71933,-249.22162,1000.0,20000,,,-156.71054077148438,3.979271411895752,1.6092910766601562,152.50381469726562,152.6279296875,0.0003,0.0003,1
,,,,,20999,-226.61156,1000,,,,,,,,
,,,,,21000,,,-168.41871643066406,4.012709617614746,1.4608628749847412,164.26669311523438,164.26174926757812,0.0003,0.0003,1
,,,,,21999,-247.18123,1000,,,,,,,,
,,,,,22000,,,-179.35018920898438,3.9486706256866455,1.2069605588912964,175.23818969726562,175.12753295898438,0.0003,0.0003,1
,,,,,22999,-218.67783,1000,,,,,,,,
,,,,,23000,,,-190.18521118164062,3.9446253776550293,1.7986712455749512,185.92642211914062,185.9849090576172,0.0003,0.0003,1
,,,,,23999,-206.05682,1000,,,,,,,,
,,,,,24000,,,-199.98146057128906,3.9526147842407227,1.276857614517212,195.86892700195312,195.878173828125,0.0003,0.0003,1
,,,,,24999,-233.37724,1000,,,,,,,,
-153.58444,46.49863,-74.8406,-224.88,1000.0,25000,,,-209.51605224609375,4.011331081390381,1.3278802633285522,205.27426147460938,205.423583984375,0.0003,0.0003,1
,,,,,25999,-105.685196,1000,,,,,,,,
,,,,,26000,,,-218.83340454101562,3.9547972679138184,1.70046865940094,214.58424377441406,214.43624877929688,0.0003,0.0003,1
,,,,,26999,-100.888596,1000,,,,,,,,
,,,,,27000,,,-228.20738220214844,3.989562749862671,1.0945104360580444,224.01422119140625,224.02186584472656,0.0003,0.0003,1
,,,,,27999,-200.75735,1000,,,,,,,,
,,,,,28000,,,-236.02261352539062,3.958294153213501,1.2610377073287964,231.823486328125,231.92298889160156,0.0003,0.0003,1
,,,,,28999,-51.935207,1000,,,,,,,,
,,,,,29000,,,-244.29591369628906,3.980782985687256,1.339066505432129,240.19827270507812,240.2825927734375,0.0003,0.0003,1
,,,,,29999,-162.71971,1000,,,,,,,,
-155.06676,72.51085,-2.3167262,-253.07729,1000.0,30000,,,-250.70327758789062,4.004183292388916,1.0878783464431763,246.56251525878906,246.64173889160156,0.0003,0.0003,1
,,,,,30999,-130.64554,1000,,,,,,,,
,,,,,31000,,,-258.5084533691406,4.020249366760254,0.8815849423408508,254.32029724121094,254.34561157226562,0.0003,0.0003,1
,,,,,31999,-147.89369,1000,,,,,,,,
,,,,,32000,,,-264.3411865234375,3.9982569217681885,1.244241714477539,260.2875061035156,260.26507568359375,0.0003,0.0003,1
,,,,,32999,-53.48392,1000,,,,,,,,
,,,,,33000,,,-271.6329040527344,4.016683101654053,1.184523582458496,267.4215087890625,267.37164306640625,0.0003,0.0003,1
,,,,,33999,-146.58133,1000,,,,,,,,
,,,,,34000,,,-278.00579833984375,3.960742235183716,1.0801939964294434,273.7583312988281,273.6426086425781,0.0003,0.0003,1
,,,,,34999,-165.02681,1000,,,,,,,,
-128.9844,39.688343,-49.769993,-191.86407,1000.0,35000,,,-283.4071044921875,3.9487977027893066,1.4014441967010498,279.2361145019531,279.2453918457031,0.0003,0.0003,1
,,,,,35999,-205.45712,1000,,,,,,,,
,,,,,36000,,,-288.3098449707031,3.985084295272827,0.9801580905914307,284.0229187011719,284.089111328125,0.0003,0.0003,1
,,,,,36999,-161.15137,1000,,,,,,,,
,,,,,37000,,,-293.4644470214844,4.020584583282471,1.1535710096359253,289.2238464355469,289.26727294921875,0.0003,0.0003,1
,,,,,37999,24.521212,1000,,,,,,,,
,,,,,38000,,,-299.4121398925781,3.99652361869812,1.1065489053726196,295.22076416015625,295.3041076660156,0.0003,0.0003,1
,,,,,38999,109.49178,1000,,,,,,,,
,,,,,39000,,,-303.815185546875,3.9377760887145996,1.3158564567565918,299.5679931640625,299.5843811035156,0.0003,0.0003,1
,,,,,39999,8.690318,1000,,,,,,,,
-117.99678,71.63755,65.55066,-176.383,1000.0,40000,,,-308.7076721191406,3.9513282775878906,1.257261037826538,304.5858154296875,304.49822998046875,0.0003,0.0003,1
,,,,,40999,-37.55279,1000,,,,,,,,
,,,,,41000,,,-313.6780700683594,4.006214141845703,1.1990525722503662,309.4345397949219,309.3771057128906,0.0003,0.0003,1
,,,,,41999,-98.21232,1000,,,,,,,,
,,,,,42000,,,-316.0393981933594,3.9982032775878906,1.042773723602295,311.88873291015625,311.962890625,0.0003,0.0003,1
,,,,,42999,-130.12453,1000,,,,,,,,
,,,,,43000,,,-320.8476867675781,3.9486794471740723,1.0226240158081055,316.5379333496094,316.718994140625,0.0003,0.0003,1
,,,,,43999,-201.6788,1000,,,,,,,,
,,,,,44000,,,-325.1900939941406,3.982769727706909,1.0612990856170654,321.0682067871094,321.1103515625,0.0003,0.0003,1
,,,,,44999,-20.427149,1000,,,,,,,,
-67.88829,119.137146,202.53017,-162.21236,1000.0,45000,,,-328.4770202636719,3.9671802520751953,1.348771095275879,324.30560302734375,324.30657958984375,0.0003,0.0003,1
,,,,,45999,118.329124,1000,,,,,,,,
,,,,,46000,,,-332.1943054199219,3.95858097076416,1.2233375310897827,327.90118408203125,327.94219970703125,0.0003,0.0003,1
,,,,,46999,-109.16345,1000,,,,,,,,
,,,,,47000,,,-335.19610595703125,4.013929843902588,1.0641858577728271,330.8757019042969,330.84735107421875,0.0003,0.0003,1
,,,,,47999,-94.52545,1000,,,,,,,,
,,,,,48000,,,-339.1194763183594,4.009746074676514,0.9869463443756104,334.8511962890625,334.86236572265625,0.0003,0.0003,1
,,,,,48999,-98.92823,1000,,,,,,,,
,,,,,49000,,,-341.5368957519531,3.967668056488037,1.2054647207260132,337.447021484375,337.35650634765625,0.0003,0.0003,1
,,,,,49999,-84.832954,1000,,,,,,,,
22.86503,100.61682,182.0574,-158.49236,1000.0,50000,,,-344.84710693359375,3.9920549392700195,1.2454012632369995,340.73577880859375,340.74517822265625,0.0003,0.0003,1
,,,,,50999,29.420088,1000,,,,,,,,
,,,,,51000,,,-346.4075622558594,3.993191719055176,1.1987266540527344,342.25921630859375,342.3970031738281,0.0003,0.0003,1
,,,,,51999,-74.18619,1000,,,,,,,,
,,,,,52000,,,-349.39141845703125,3.955662250518799,1.1337419748306274,345.299560546875,345.4005126953125,0.0003,0.0003,1
