Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,31079,-101.929214,72,,,,,,
,,,,,31151,-77.46466,72,,,,,,
,,,,,31259,-333.91376,108,,,,,,
,,,,,31341,-119.982,82,,,,,,
,,,,,31416,-95.216545,75,,,,,,
,,,,,31481,-54.004707,65,,,,,,
,,,,,31628,-318.9733,147,,,,,,
,,,,,31740,-130.21349,112,,,,,,
,,,,,31823,-124.868385,83,,,,,,
,,,,,31891,-66.35976,68,,,,,,
,,,,,32000,,,15.456708908081055,-5.793663024902344,-5.455949783325195,34.56204605102539,0.808,0.01
,,,,,32011,-123.03529,120,,,,,,
,,,,,32103,-99.27898,92,,,,,,
,,,,,32232,-18.979065,129,,,,,,
,,,,,32342,-117.84017,110,,,,,,
,,,,,32410,-53.424362,68,,,,,,
,,,,,32491,-101.637924,81,,,,,,
,,,,,32570,-277.92502,79,,,,,,
,,,,,32696,-134.2661,126,,,,,,
,,,,,32763,-71.30525,67,,,,,,
,,,,,32859,-46.472286,96,,,,,,
,,,,,32979,-113.28485,120,,,,,,
,,,,,33000,,,26.673744201660156,-12.157007217407227,-12.21541976928711,33.7327880859375,0.802,0.01
,,,,,33122,-47.346973,143,,,,,,
,,,,,33253,-56.562233,131,,,,,,
,,,,,33370,-90.805374,117,,,,,,
,,,,,33500,-51.268234,130,,,,,,
,,,,,33617,-98.538315,117,,,,,,
,,,,,33710,-153.34833,93,,,,,,
,,,,,33794,-174.7139,84,,,,,,
,,,,,33875,-152.06195,81,,,,,,
,,,,,33988,-91.59431,113,,,,,,
,,,,,34000,,,29.37518310546875,-5.024197578430176,-2.8351778984069824,38.26542282104492,0.796,0.01
,,,,,34121,-156.48059,133,,,,,,
,,,,,34194,-23.540108,73,,,,,,
,,,,,34270,-75.6006,76,,,,,,
,,,,,34368,-75.17433,98,,,,,,
,,,,,34491,-146.34137,123,,,,,,
,,,,,34578,-89.73341,87,,,,,,
,,,,,34676,-32.50032,98,,,,,,
,,,,,34788,-104.78165,112,,,,,,
,,,,,34915,-130.28264,127,,,,,,
,,,,,35000,,,71.81583404541016,-10.54127311706543,-11.208484649658203,42.5258903503418,0.79,0.01
,,,,,35003,-112.639885,88,,,,,,
,,,,,35079,-69.12835,76,,,,,,
,,,,,35163,-80.56792,84,,,,,,
,,,,,35256,-123.39697,93,,,,,,
,,,,,35386,-82.564,130,,,,,,
,,,,,35503,-243.53738,117,,,,,,
,,,,,35665,-269.95865,162,,,,,,
,,,,,35761,-131.04391,96,,,,,,
,,,,,35836,-74.458984,75,,,,,,
,,,,,35958,-79.26761,122,,,,,,
,,,,,36000,,,19.02645492553711,-5.191401958465576,-4.140375137329102,36.182613372802734,0.784,0.01
,,,,,36027,-82.32187,69,,,,,,
,,,,,36134,-53.759666,107,,,,,,
,,,,,36207,-80.96959,73,,,,,,
,,,,,36299,-79.73586,92,,,,,,
,,,,,36423,-77.611496,124,,,,,,
,,,,,36498,-80.051315,75,,,,,,
,,,,,36577,-50.82815,79,,,,,,
,,,,,36707,-107.36841,130,,,,,,
,,,,,36767,-89.47929,60,,,,,,
,,,,,36858,-79.280785,91,,,,,,
,,,,,36942,-102.59157,84,,,,,,
,,,,,37000,,,35.90447235107422,-12.706113815307617,-13.183683395385742,28.712745666503906,0.778,0.01
,,,,,37006,-89.63547,64,,,,,,
,,,,,37116,-141.98376,110,,,,,,
,,,,,37214,-79.30899,98,,,,,,
