step,v_loss,q_loss,policy_loss
1,0.0003357087553013116,0.0011130704078823328,2.0706634521484375
2,7.51628540456295e-05,0.0005934643559157848,2.0821642875671387
3,2.223090450570453e-05,0.00024523361935280263,2.091170310974121
4,0.0001882976503111422,8.150692156050354e-05,2.09515643119812
5,0.0004254025989212096,9.042464080266654e-05,2.096794605255127
6,0.0004559570224955678,0.00016514252638444304,2.0950570106506348
7,0.0003906429628841579,0.00021853639918845147,2.0921478271484375
8,0.00024657801259309053,0.00025121000362560153,2.0871775150299072
9,0.00011688648373819888,0.00025633760378696024,2.0820791721343994
10,2.287121969857253e-05,0.00023344095097854733,2.076652765274048
11,1.3339500583242625e-05,0.00018440232088323683,2.069523811340332
12,5.778552440460771e-05,0.00010571868915576488,2.0652918815612793
13,0.00012719148071482778,5.179328582016751e-05,2.0613529682159424
14,0.0002199009177275002,4.132081085117534e-05,2.0576119422912598
15,0.00030471928766928613,5.362394585972652e-05,2.055781841278076
16,0.0003620678326115012,9.13956027943641e-05,2.054429531097412
17,0.0003783180145546794,0.00010322482557967305,2.055246353149414
18,0.000371814239770174,0.00010617910447763279,2.0576789379119873
19,0.0003260482626501471,0.00011433588952058926,2.05888032913208
20,0.00026721018366515636,0.00017163281154353172,2.062241554260254
21,0.00018996899598278105,7.826145156286657e-05,2.065253496170044
22,0.00013205449795350432,7.639589603058994e-05,2.0684313774108887
23,7.243588333949447e-05,5.7840687077259645e-05,2.072765827178955
24,3.623579686973244e-05,6.398534605978057e-05,2.075044631958008
25,9.901080375129823e-06,4.06784238293767e-05,2.078296184539795
26,4.4999451347393915e-06,3.53877003362868e-05,2.082131862640381
27,1.5373563655884936e-05,3.740786632988602e-05,2.0853090286254883
28,4.6305729483719915e-05,4.978037759428844e-05,2.0863170623779297
29,7.370988896582276e-05,6.354594370350242e-05,2.0871427059173584
30,9.99743424472399e-05,5.519113619811833e-05,2.087383508682251
31,0.00010194956848863512,7.434017607010901e-05,2.0868730545043945
32,8.352189615834504e-05,6.91568129695952e-05,2.0851993560791016
33,6.0378839407349005e-05,5.697151937056333e-05,2.083928346633911
34,4.09688291256316e-05,6.130574911367148e-05,2.0821895599365234
35,1.6018559108488262e-05,5.749091360485181e-05,2.079244613647461
