Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
-224.90121,52.53273,-122.56703,-317.44128,1000.0,0,,,,,,,,,,
,,,,,999,-176.80167,1000,,,,,,,,
,,,,,1999,-222.47745,1000,,,,,,,,
,,,,,2999,-228.67383,1000,,,,,,,,
,,,,,3999,-423.46417,1000,,,,,,,,
,,,,,4999,-313.8741,1000,,,,,,,,
-201.21194,46.505264,-103.82586,-276.66327,1000.0,5000,,,,,,,,,,
,,,,,5999,-233.12184,1000,,,,,,,,
,,,,,6999,-228.70503,1000,,,,,,,,
,,,,,7999,-266.4761,1000,,,,,,,,
,,,,,8999,-179.57124,1000,,,,,,,,
,,,,,9999,-339.21854,1000,,,,,,,,
-242.90991,40.78602,-166.22176,-334.60724,1000.0,10000,,,-3.7785651683807373,3.738539218902588,12.093988418579102,-0.016543535515666008,3.338216781616211,0.0003,0.0003,1
,,,,,10999,-285.40744,1000,,,,,,,,
,,,,,11000,,,-24.399822235107422,4.085655212402344,0.7643808126449585,20.310911178588867,20.471704483032227,0.0003,0.0003,1
,,,,,11999,-248.34924,1000,,,,,,,,
,,,,,12000,,,-42.385589599609375,4.076196670532227,0.994656503200531,38.312931060791016,38.222618103027344,0.0003,0.0003,1
,,,,,12999,-198.69212,1000,,,,,,,,
,,,,,13000,,,-59.45939254760742,4.069951057434082,1.0862618684768677,55.30084991455078,55.237762451171875,0.0003,0.0003,1
,,,,,13999,-219.36838,1000,,,,,,,,
,,,,,14000,,,-75.33868408203125,4.077419281005859,0.8662872314453125,71.20378112792969,71.15005493164062,0.0003,0.0003,1
,,,,,14999,-190.4138,1000,,,,,,,,
-183.6119,66.171295,-73.64918,-282.86887,1000.0,15000,,,-90.57319641113281,4.076351642608643,0.9799628853797913,86.45622253417969,86.39219665527344,0.0003,0.0003,1
,,,,,15999,-230.20804,1000,,,,,,,,
,,,,,16000,,,-104.69151306152344,4.095462799072266,1.285844326019287,100.36428833007812,100.54602813720703,0.0003,0.0003,1
,,,,,16999,-14.334191,1000,,,,,,,,
,,,,,17000,,,-118.9112548828125,4.0065436363220215,1.2888813018798828,114.84135437011719,114.82368469238281,0.0003,0.0003,1
,,,,,17999,43.025753,1000,,,,,,,,
,,,,,18000,,,-132.0650634765625,4.020999908447266,1.2584080696105957,127.87721252441406,127.81810760498047,0.0003,0.0003,1
,,,,,18999,-156.55367,1000,,,,,,,,
,,,,,19000,,,-145.8067169189453,3.983224868774414,1.5031616687774658,141.63616943359375,141.59976196289062,0.0003,0.0003,1
,,,,,19999,-184.05856,1000,,,,,,,,
-169.40883,75.30731,4.6512113,-266.84912,1000.0,20000,,,-157.3899383544922,3.9901983737945557,1.109317660331726,153.32447814941406,153.44012451171875,0.0003,0.0003,1
,,,,,20999,-192.16353,1000,,,,,,,,
,,,,,21000,,,-169.01966857910156,3.9798378944396973,1.5459215641021729,164.9270782470703,165.06826782226562,0.0003,0.0003,1
,,,,,21999,-229.22258,1000,,,,,,,,
,,,,,22000,,,-179.76251220703125,3.9767417907714844,1.199854850769043,175.6971893310547,175.76544189453125,0.0003,0.0003,1
,,,,,22999,-202.95036,1000,,,,,,,,
,,,,,23000,,,-189.99002075195312,3.997836112976074,1.1682994365692139,185.8076171875,185.83155822753906,0.0003,0.0003,1
,,,,,23999,-245.9678,1000,,,,,,,,
,,,,,24000,,,-200.32418823242188,3.9866604804992676,1.4333857297897339,196.0161895751953,196.0124969482422,0.0003,0.0003,1
,,,,,24999,-230.10982,1000,,,,,,,,
-174.78804,55.61034,-75.410736,-280.76154,1000.0,25000,,,-210.22613525390625,4.038705825805664,1.3103567361831665,206.05511474609375,205.99996948242188,0.0003,0.0003,1
,,,,,25999,-233.01988,1000,,,,,,,,
,,,,,26000,,,-218.8911590576172,3.9795358180999756,1.246959924697876,214.5454559326172,214.55267333984375,0.0003,0.0003,1
,,,,,26999,-132.72891,1000,,,,,,,,
,,,,,27000,,,-227.336181640625,4.014275550842285,1.1122996807098389,223.0782470703125,223.02479553222656,0.0003,0.0003,1
,,,,,27999,-210.9402,1000,,,,,,,,
,,,,,28000,,,-235.2089385986328,3.9690186977386475,1.3132803440093994,231.16555786132812,231.22889709472656,0.0003,0.0003,1
,,,,,28999,-122.48871,1000,,,,,,,,
,,,,,29000,,,-243.5211639404297,3.999663829803467,1.2475210428237915,239.4711151123047,239.56265258789062,0.0003,0.0003,1
,,,,,29999,-143.10893,1000,,,,,,,,
-140.74924,59.89983,-28.991922,-223.37712,1000.0,30000,,,-250.38470458984375,3.975926399230957,1.2451345920562744,246.11746215820312,246.27053833007812,0.0003,0.0003,1
,,,,,30999,-127.675186,1000,,,,,,,,
,,,,,31000,,,-257.65673828125,4.013302803039551,0.9660199880599976,253.48233032226562,253.68386840820312,0.0003,0.0003,1
,,,,,31999,-145.31035,1000,,,,,,,,
,,,,,32000,,,-264.2480163574219,4.009743690490723,0.9239333271980286,260.03204345703125,260.0267333984375,0.0003,0.0003,1
,,,,,32999,-86.69409,1000,,,,,,,,
,,,,,33000,,,-271.7565002441406,3.9696340560913086,1.1512470245361328,267.6794128417969,267.55767822265625,0.0003,0.0003,1
,,,,,33999,-71.08483,1000,,,,,,,,
,,,,,34000,,,-276.8312072753906,3.9607720375061035,1.1554827690124512,272.80438232421875,272.7311096191406,0.0003,0.0003,1
,,,,,34999,-150.00972,1000,,,,,,,,
-178.22577,26.684511,-144.78212,-232.9049,1000.0,35000,,,-282.6948547363281,3.979632616043091,1.1877915859222412,278.6241455078125,278.5364074707031,0.0003,0.0003,1
,,,,,35999,-170.81155,1000,,,,,,,,
,,,,,36000,,,-288.0570068359375,3.9614343643188477,1.105103611946106,283.8310546875,283.9883728027344,0.0003,0.0003,1
,,,,,36999,-142.98782,1000,,,,,,,,
,,,,,37000,,,-293.40008544921875,4.014274597167969,0.9355136752128601,289.42462158203125,289.35833740234375,0.0003,0.0003,1
,,,,,37999,2.6373658,1000,,,,,,,,
,,,,,38000,,,-299.1517028808594,4.025735855102539,1.2486395835876465,294.99737548828125,295.0391845703125,0.0003,0.0003,1
,,,,,38999,-31.98256,1000,,,,,,,,
,,,,,39000,,,-303.3670349121094,4.006191253662109,1.307134747505188,299.24102783203125,299.34197998046875,0.0003,0.0003,1
,,,,,39999,23.264545,1000,,,,,,,,
-137.32718,53.55066,-32.422665,-188.47989,1000.0,40000,,,-307.6482849121094,3.9942479133605957,1.3138189315795898,303.5420837402344,303.3960266113281,0.0003,0.0003,1
,,,,,40999,-29.33355,1000,,,,,,,,
,,,,,41000,,,-312.7639465332031,4.0098676681518555,1.2188503742218018,308.6832275390625,308.5352783203125,0.0003,0.0003,1
,,,,,41999,-121.59039,1000,,,,,,,,
,,,,,42000,,,-315.01922607421875,4.013185024261475,1.0182061195373535,311.0384826660156,310.9989929199219,0.0003,0.0003,1
,,,,,42999,68.45553,1000,,,,,,,,
,,,,,43000,,,-320.56097412109375,3.9853880405426025,0.9771636724472046,316.2941589355469,316.2991943359375,0.0003,0.0003,1
,,,,,43999,-138.36284,1000,,,,,,,,
,,,,,44000,,,-323.8056640625,3.965334892272949,1.1524786949157715,319.5626220703125,319.3660888671875,0.0003,0.0003,1
,,,,,44999,-160.15855,1000,,,,,,,,
-59.6862,53.632053,5.523376,-155.4222,1000.0,45000,,,-327.40570068359375,3.9630014896392822,1.0047495365142822,323.177001953125,323.2309265136719,0.0003,0.0003,1
,,,,,45999,-69.964066,1000,,,,,,,,
,,,,,46000,,,-331.2962341308594,3.9776105880737305,1.2502243518829346,327.1396789550781,327.310791015625,0.0003,0.0003,1
,,,,,46999,-79.74123,1000,,,,,,,,
,,,,,47000,,,-333.89154052734375,4.0327606201171875,0.924022912979126,329.68035888671875,329.65643310546875,0.0003,0.0003,1
,,,,,47999,11.426692,1000,,,,,,,,
,,,,,48000,,,-337.7773742675781,3.99416446685791,1.1596522331237793,333.65228271484375,333.76458740234375,0.0003,0.0003,1
,,,,,48999,-129.72691,1000,,,,,,,,
,,,,,49000,,,-340.4813537597656,4.043927192687988,1.1074037551879883,336.2615966796875,336.24261474609375,0.0003,0.0003,1
,,,,,49999,102.07177,1000,,,,,,,,
-6.8645477,78.36042,122.24762,-106.98536,1000.0,50000,,,-342.8664245605469,4.004915237426758,1.1120035648345947,338.6749267578125,338.7891845703125,0.0003,0.0003,1
,,,,,50999,45.4695,1000,,,,,,,,
,,,,,51000,,,-344.65924072265625,3.9646787643432617,0.8314422965049744,340.5619812011719,340.63446044921875,0.0003,0.0003,1
,,,,,51999,26.917603,1000,,,,,,,,
,,,,,52000,,,-348.798583984375,3.9656982421875,1.240557312965393,344.73260498046875,344.8544006347656,0.0003,0.0003,1
,,,,,52999,5.935722,1000,,,,,,,,
,,,,,53000,,,-351.5624694824219,3.97178053855896,1.5028109550476074,347.3970947265625,347.2751770019531,0.0003,0.0003,1
,,,,,53999,44.33496,1000,,,,,,,,
,,,,,54000,,,-353.5787658691406,3.9643898010253906,1.1029322147369385,349.52130126953125,349.41802978515625,0.0003,0.0003,1
,,,,,54999,-35.215027,1000,,,,,,,,
-42.100544,115.15646,230.77225,-133.51544,1000.0,55000,,,-355.5989685058594,3.9572548866271973,1.2594141960144043,351.5111083984375,351.63397216796875,0.0003,0.0003,1
,,,,,55999,-129.0405,1000,,,,,,,,
,,,,,56000,,,-357.5992431640625,3.995182991027832,1.1716753244400024,353.43408203125,353.4368896484375,0.0003,0.0003,1
,,,,,56999,-105.0775,1000,,,,,,,,
,,,,,57000,,,-359.3099060058594,4.018204212188721,1.0902107954025269,355.108154296875,355.2731628417969,0.0003,0.0003,1
,,,,,57999,114.418365,1000,,,,,,,,
,,,,,58000,,,-362.4840393066406,3.955951690673828,1.2347285747528076,358.30267333984375,358.48974609375,0.0003,0.0003,1
,,,,,58999,24.994326,1000,,,,,,,,
,,,,,59000,,,-362.7458190917969,3.952056884765625,1.3011244535446167,358.740966796875,358.6676025390625,0.0003,0.0003,1
,,,,,59999,-2.9390562,1000,,,,,,,,
67.915955,175.00896,278.71222,-177.32063,1000.0,60000,,,-365.7994689941406,3.957826614379883,1.17360520362854,361.56915283203125,361.6927795410156,0.0003,0.0003,1
,,,,,60999,-105.7173,1000,,,,,,,,
,,,,,61000,,,-366.830322265625,4.009801387786865,0.9908524751663208,362.6585388183594,362.61602783203125,0.0003,0.0003,1
,,,,,61999,55.631023,1000,,,,,,,,
,,,,,62000,,,-367.8094177246094,4.0096917152404785,1.1272616386413574,363.5798645019531,363.55889892578125,0.0003,0.0003,1
,,,,,62999,-45.24017,1000,,,,,,,,
,,,,,63000,,,-370.4244079589844,3.9131646156311035,1.073599100112915,366.3294677734375,366.3503723144531,0.0003,0.0003,1
,,,,,63999,-111.63753,1000,,,,,,,,
,,,,,64000,,,-370.33782958984375,4.011984348297119,1.0651623010635376,366.25457763671875,366.045166015625,0.0003,0.0003,1
,,,,,64999,221.4378,1000,,,,,,,,
91.3822,149.26802,363.62256,-98.9419,1000.0,65000,,,-372.83074951171875,3.9134490489959717,1.2656856775283813,368.53802490234375,368.59033203125,0.0003,0.0003,1
,,,,,65999,-68.11369,1000,,,,,,,,
,,,,,66000,,,-373.17132568359375,3.9659295082092285,1.2846344709396362,369.15924072265625,369.2908935546875,0.0003,0.0003,1
,,,,,66999,73.89936,1000,,,,,,,,
,,,,,67000,,,-375.8039855957031,4.052176475524902,1.1434332132339478,371.66046142578125,371.4799499511719,0.0003,0.0003,1
,,,,,67999,47.12775,1000,,,,,,,,
,,,,,68000,,,-378.0450134277344,4.010808944702148,0.8896526098251343,373.8939208984375,373.8583068847656,0.0003,0.0003,1
