Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
60.0,0.0,60.0,60.0,1930.0,0,,,,,,,,
,,,,,803,1040.0,3226,,,,,,
,,,,,1375,470.0,2290,,,,,,
,,,,,1921,270.0,2202,,,,,,
,,,,,2393,190.0,1906,,,,,,
,,,,,2905,170.0,2074,,,,,,
,,,,,3389,290.0,1946,,,,,,
,,,,,3925,220.0,2146,,,,,,
,,,,,4385,230.0,1850,,,,,,
,,,,,4864,230.0,1922,,,,,,
,,,,,5337,260.0,1906,,,,,,
,,,,,5870,300.0,2162,,,,,,
,,,,,6342,320.0,1914,,,,,,
,,,,,6835,320.0,1986,,,,,,
,,,,,7327,220.0,1978,,,,,,
,,,,,7728,210.0,1626,,,,,,
,,,,,8171,180.0,1794,,,,,,
,,,,,8588,200.0,1674,,,,,,
,,,,,9127,310.0,2178,,,,,,
,,,,,9624,310.0,2018,,,,,,
60.0,0.0,60.0,60.0,1930.0,10000,,,,,,,,
,,,,,10060,120.0,1754,,,,,,
,,,,,10514,260.0,1826,,,,,,
,,,,,10943,250.0,1746,,,,,,
,,,,,11512,210.0,2298,,,,,,
,,,,,12031,280.0,2090,,,,,,
,,,,,12521,190.0,1986,,,,,,
,,,,,13006,280.0,1946,,,,,,
,,,,,13443,260.0,1770,,,,,,
,,,,,13946,220.0,2034,,,,,,
,,,,,14585,330.0,2570,,,,,,
,,,,,15031,140.0,1802,,,,,,
,,,,,15413,150.0,1538,,,,,,
,,,,,15962,270.0,2202,,,,,,
,,,,,16537,300.0,2322,,,,,,
,,,,,16947,150.0,1658,,,,,,
,,,,,17494,240.0,2202,,,,,,
,,,,,17940,170.0,1810,,,,,,
,,,,,18642,470.0,2826,,,,,,
,,,,,19215,310.0,2314,,,,,,
,,,,,19676,260.0,1866,,,,,,
60.0,0.0,60.0,60.0,1930.0,20000,,,12.566213607788086,0.00018908316269516945,1.2936298847198486,1.7454837560653687,1.0,0.0001
,,,,,20158,180.0,1954,,,,,,
,,,,,20649,280.0,1978,,,,,,
,,,,,21000,,,5.932646751403809,0.34986865520477295,0.6253726482391357,4.2470293045043945,0.9979375,0.0001
,,,,,21135,140.0,1962,,,,,,
,,,,,21751,200.0,2482,,,,,,
,,,,,22000,,,2.999384880065918,0.524675190448761,0.3256719410419464,3.185152053833008,0.995875,0.0001
,,,,,22053,140.0,1210,,,,,,
,,,,,22615,260.0,2266,,,,,,
,,,,,23000,,,3.191141366958618,0.6645328998565674,0.7590081691741943,1.99579918384552,0.9938125,0.0001
,,,,,23060,290.0,1794,,,,,,
,,,,,23534,230.0,1906,,,,,,
,,,,,23989,160.0,1850,,,,,,
,,,,,24000,,,2.852844715118408,1.1564539670944214,0.9905208349227905,6.119528293609619,0.99175,0.0001
,,,,,24522,320.0,2138,,,,,,
,,,,,24964,200.0,1786,,,,,,
,,,,,25000,,,2.8506453037261963,1.6462597846984863,1.5764135122299194,9.189763069152832,0.9896875,0.0001
,,,,,25452,290.0,1978,,,,,,
,,,,,25949,310.0,1994,,,,,,
,,,,,26000,,,2.787914276123047,1.5597140789031982,1.4706873893737793,8.738069534301758,0.987625,0.0001
,,,,,26501,300.0,2210,,,,,,
,,,,,27000,,,8.133464813232422,2.4663681983947754,2.9163832664489746,30.255268096923828,0.9855625,0.0001
,,,,,27032,230.0,2138,,,,,,
,,,,,27512,310.0,1922,,,,,,
,,,,,27994,280.0,1930,,,,,,
,,,,,28000,,,8.134437561035156,2.885334014892578,3.080605983734131,19.902820587158203,0.9835,0.0001
,,,,,28486,340.0,1994,,,,,,
,,,,,28996,400.0,2042,,,,,,
,,,,,29000,,,0.2777325510978699,3.211535930633545,2.9273386001586914,12.472963333129883,0.9814375,0.0001
,,,,,29396,220.0,1602,,,,,,
,,,,,29837,280.0,1778,,,,,,
120.0,0.0,120.0,120.0,1818.0,30000,,,3.373366594314575,2.5909876823425293,2.7649636268615723,14.848430633544922,0.979375,0.0001
,,,,,30379,270.0,2194,,,,,,
,,,,,30874,200.0,1994,,,,,,
,,,,,31000,,,3.1274964809417725,3.1392822265625,3.2467877864837646,11.69158935546875,0.9773125,0.0001
,,,,,31383,200.0,2050,,,,,,
,,,,,31913,240.0,2130,,,,,,
,,,,,32000,,,5.959633827209473,3.0651583671569824,3.4604573249816895,25.310043334960938,0.97525,0.0001
,,,,,32248,140.0,1346,,,,,,
,,,,,32738,290.0,1970,,,,,,
,,,,,33000,,,10.846433639526367,3.9623048305511475,4.8932414054870605,74.03450012207031,0.9731875,0.0001
,,,,,33660,1190.0,3706,,,,,,
,,,,,34000,,,3.4397225379943848,3.4951233863830566,3.1324758529663086,29.123085021972656,0.971125,0.0001
,,,,,34120,240.0,1850,,,,,,
,,,,,34561,220.0,1770,,,,,,
,,,,,34998,320.0,1770,,,,,,
,,,,,35000,,,4.587274551391602,4.947414875030518,4.9615373611450195,39.251800537109375,0.9690625,0.0001
,,,,,35527,200.0,2122,,,,,,
,,,,,36000,,,8.929046630859375,4.550310134887695,4.926225662231445,58.09935760498047,0.967,0.0001
,,,,,36025,260.0,2018,,,,,,
,,,,,36581,240.0,2234,,,,,,
,,,,,37000,,,8.302600860595703,5.096714973449707,5.593308448791504,46.53602600097656,0.9649375,0.0001
,,,,,37198,420.0,2482,,,,,,
,,,,,37677,150.0,1922,,,,,,
,,,,,38000,,,2.8869547843933105,4.467348098754883,4.457752227783203,26.835063934326172,0.962875,0.0001
,,,,,38212,280.0,2146,,,,,,
,,,,,38621,220.0,1658,,,,,,
,,,,,39000,,,5.327915191650391,6.178679466247559,6.377808570861816,52.314151763916016,0.9608125,0.0001
,,,,,39173,360.0,2210,,,,,,
,,,,,39826,350.0,2626,,,,,,
508.0,179.87773,770.0,290.0,3116.4,40000,,,3.94584321975708,5.320581436157227,5.329342365264893,55.113525390625,0.95875,9.999989583333334e-05
,,,,,40242,190.0,1666,,,,,,
,,,,,40673,200.0,1730,,,,,,
,,,,,41000,,,5.794703483581543,4.5665740966796875,5.374898910522461,83.95822143554688,0.9566875,9.989572916666667e-05
,,,,,41118,160.0,1794,,,,,,
,,,,,41585,240.0,1890,,,,,,
,,,,,42000,,,1.8618279695510864,7.125255584716797,6.54702091217041,78.44302368164062,0.9546250000000001,9.97915625e-05
,,,,,42127,290.0,2186,,,,,,
,,,,,42691,280.0,2274,,,,,,
,,,,,43000,,,14.717401504516602,6.725971221923828,8.452652931213379,246.68878173828125,0.9525625,9.968739583333334e-05
,,,,,43117,160.0,1706,,,,,,
,,,,,43510,160.0,1586,,,,,,
,,,,,44000,,,4.426957130432129,7.638705253601074,6.971857070922852,106.18230438232422,0.9505,9.958322916666667e-05
,,,,,44043,300.0,2146,,,,,,
,,,,,44521,190.0,1922,,,,,,
,,,,,45000,,,21.84882164001465,7.305408477783203,8.046092987060547,159.30715942382812,0.9484375,9.947906250000001e-05
,,,,,45065,290.0,2178,,,,,,
,,,,,45482,260.0,1682,,,,,,
,,,,,45917,170.0,1762,,,,,,
,,,,,46000,,,10.950000762939453,9.675335884094238,8.574213027954102,218.87393188476562,0.946375,9.937489583333334e-05
,,,,,46371,200.0,1826,,,,,,
,,,,,46836,300.0,1882,,,,,,
,,,,,47000,,,5.783576011657715,9.820581436157227,10.475306510925293,172.21835327148438,0.9443125,9.927072916666668e-05
,,,,,47347,250.0,2058,,,,,,
,,,,,47693,220.0,1394,,,,,,
,,,,,48000,,,3.420440673828125,10.775764465332031,10.60683822631836,113.874267578125,0.94225,9.916656250000001e-05
,,,,,48175,230.0,1930,,,,,,
,,,,,48654,280.0,1930,,,,,,
,,,,,49000,,,6.768651008605957,11.433927536010742,11.740459442138672,110.20536041259766,0.9401875,9.906239583333335e-05
,,,,,49069,240.0,1682,,,,,,
,,,,,49691,330.0,2498,,,,,,
332.0,108.88526,490.0,200.0,2343.6,50000,,,25.946861267089844,11.518157005310059,12.516180038452148,283.9981994628906,0.938125,9.895822916666668e-05
,,,,,50096,210.0,1626,,,,,,
,,,,,50563,160.0,1874,,,,,,
,,,,,51000,,,6.454874038696289,10.537044525146484,10.480216026306152,131.17604064941406,0.9360625,9.88540625e-05
,,,,,51029,240.0,1866,,,,,,
,,,,,51529,240.0,2026,,,,,,
,,,,,52000,,,4.874668598175049,15.150017738342285,15.223875045776367,133.50244140625,0.9339999999999999,9.874989583333334e-05
,,,,,52009,270.0,1938,,,,,,
,,,,,52473,280.0,1866,,,,,,
,,,,,52998,330.0,2106,,,,,,
,,,,,53000,,,8.777103424072266,10.64511489868164,12.120798110961914,231.25579833984375,0.9319375,9.864572916666666e-05
,,,,,53679,320.0,2738,,,,,,
,,,,,54000,,,11.17872428894043,13.746405601501465,13.532244682312012,192.1045379638672,0.929875,9.85415625e-05
,,,,,54193,310.0,2066,,,,,,
,,,,,54734,300.0,2186,,,,,,
,,,,,55000,,,6.516534805297852,11.454545021057129,10.727210998535156,209.7465362548828,0.9278125,9.843739583333333e-05
,,,,,55273,250.0,2170,,,,,,
,,,,,55607,170.0,1354,,,,,,
,,,,,56000,,,14.185504913330078,14.079277038574219,14.523658752441406,220.9735107421875,0.92575,9.833322916666668e-05
,,,,,56095,280.0,1978,,,,,,
,,,,,56565,220.0,1882,,,,,,
,,,,,57000,,,40.83380889892578,13.856100082397461,15.358879089355469,666.69384765625,0.9236875,9.82290625e-05
,,,,,57084,300.0,2098,,,,,,
,,,,,57683,230.0,2410,,,,,,
,,,,,58000,,,7.529736042022705,14.04559326171875,14.410045623779297,215.23707580566406,0.921625,9.812489583333335e-05
,,,,,58331,350.0,2618,,,,,,
,,,,,58889,360.0,2250,,,,,,
,,,,,59000,,,4.687930107116699,13.750897407531738,13.446072578430176,109.4786148071289,0.9195625000000001,9.802072916666668e-05
,,,,,59375,260.0,1954,,,,,,
,,,,,59761,190.0,1554,,,,,,
318.0,14.6969385,330.0,300.0,2291.6,60000,,,20.781085968017578,15.521570205688477,16.90789794921875,288.8637390136719,0.9175,9.79165625e-05
,,,,,60303,220.0,2186,,,,,,
,,,,,60775,220.0,1914,,,,,,
,,,,,61000,,,6.547452926635742,16.63098907470703,16.46112060546875,137.44432067871094,0.9154375,9.781239583333333e-05
,,,,,61318,210.0,2178,,,,,,
,,,,,61867,350.0,2202,,,,,,
,,,,,62000,,,3.7935574054718018,15.079668998718262,14.37613296508789,269.5972900390625,0.913375,9.770822916666668e-05
,,,,,62228,210.0,1466,,,,,,
,,,,,62718,270.0,1970,,,,,,
,,,,,63000,,,9.911861419677734,13.413237571716309,13.116329193115234,186.1393280029297,0.9113125,9.76040625e-05
,,,,,63134,150.0,1666,,,,,,
,,,,,63617,260.0,1954,,,,,,
,,,,,64000,,,3.5651681423187256,14.290035247802734,13.954569816589355,102.778564453125,0.90925,9.749989583333335e-05
,,,,,64210,310.0,2402,,,,,,
,,,,,64585,180.0,1522,,,,,,
,,,,,64992,160.0,1658,,,,,,
,,,,,65000,,,6.965786457061768,17.2421932220459,18.418588638305664,393.22540283203125,0.9071875,9.739572916666667e-05
,,,,,65446,250.0,1834,,,,,,
,,,,,65892,260.0,1786,,,,,,
,,,,,66000,,,3.4580423831939697,13.341531753540039,13.09217643737793,124.75650024414062,0.905125,9.72915625e-05
,,,,,66409,320.0,2082,,,,,,
