step,v_loss,q_loss,policy_loss
1,0.0003357087553013116,0.0011130704078823328,2.0498087406158447
2,7.51628540456295e-05,0.0005934643559157848,2.0851552486419678
3,2.223090450570453e-05,0.00024523361935280263,2.1138663291931152
4,0.0001882976503111422,8.150692156050354e-05,2.126741409301758
5,0.0004254025989212096,9.042464080266654e-05,2.1330933570861816
6,0.0004559570224955678,0.00016514252638444304,2.1274893283843994
7,0.0003906429628841579,0.00021853639918845147,2.11808443069458
8,0.00024657801259309053,0.00025121000362560153,2.1032004356384277
9,0.00011688648373819888,0.00025633760378696024,2.0875563621520996
10,2.287121969857253e-05,0.00023344095097854733,2.0699448585510254
11,1.3339500583242625e-05,0.00018440232088323683,2.0509486198425293
12,5.778552440460771e-05,0.00010571868915576488,2.0370302200317383
13,0.00012719148071482778,5.179328582016751e-05,2.0253803730010986
14,0.0002199009177275002,4.132081085117534e-05,2.0150599479675293
15,0.00030471928766928613,5.362394585972652e-05,2.0092453956604004
16,0.0003620678326115012,9.13956027943641e-05,2.006455659866333
17,0.0003783180145546794,0.00010322482557967305,2.0083675384521484
18,0.000371814239770174,0.00010617910447763279,2.0131702423095703
19,0.0003260482626501471,0.00011433588952058926,2.0187439918518066
20,0.00026721018366515636,0.00017163281154353172,2.0275681018829346
21,0.00018996899598278105,7.826145156286657e-05,2.037747859954834
22,0.00013205449795350432,7.639589603058994e-05,2.047184944152832
23,7.243588333949447e-05,5.7840687077259645e-05,2.059260368347168
24,3.623579686973244e-05,6.398534605978057e-05,2.067880153656006
25,9.901080375129823e-06,4.06784238293767e-05,2.078131914138794
26,4.4999451347393915e-06,3.53877003362868e-05,2.088007688522339
27,1.5373563655884936e-05,3.740786632988602e-05,2.0956273078918457
28,4.6305729483719915e-05,4.978037759428844e-05,2.100322723388672
29,7.370988896582276e-05,6.354594370350242e-05,2.1027369499206543
30,9.99743424472399e-05,5.519113619811833e-05,2.1037840843200684
31,0.00010194956848863512,7.434017607010901e-05,2.101874828338623
32,8.352189615834504e-05,6.91568129695952e-05,2.097524881362915
33,6.0378839407349005e-05,5.697151937056333e-05,2.093055009841919
34,4.09688291256316e-05,6.130574911367148e-05,2.0878849029541016
35,1.6018559108488262e-05,5.749091360485181e-05,2.080758571624756
36,6.352042873913888e-06,4.370948954601772e-05,2.076051950454712
37,3.5268571991764475e-06,3.651070437626913e-05,2.070643901824951
38,7.770809133944567e-06,4.591443939716555e-05,2.0662312507629395
39,1.4472576367552392e-05,4.8970650823321193e-05,2.062502861022949
40,1.978283398784697e-05,4.2727664549602196e-05,2.0609045028686523
41,2.4071114239632152e-05,4.3715626816265285e-05,2.0608224868774414
42,2.5353672754135914e-05,4.815739521291107e-05,2.0604987144470215
43,2.7464870072435588e-05,4.2710304114734754e-05,2.06084942817688
44,2.362819213885814e-05,5.338132177712396e-05,2.0634360313415527
45,1.9321043509989977e-05,5.470348696690053e-05,2.0653743743896484
46,1.4214065231499262e-05,4.361223545856774e-05,2.0682311058044434
47,9.761878573044669e-06,3.0113415050436743e-05,2.0706281661987305
