Step,Date,Portfolio_Value,Step_Reward,w_SPY,w_EEM,w_TLT,w_HYG,w_DBC,w_GLD,w_UUP,w_SHY
811,,0.7798706952053481,0.00040007812588930544,0.1126963272690773,0.12041179835796356,0.17455291748046875,0.11306051164865494,0.13777343928813934,0.1126963272690773,0.1126963272690773,0.11611239612102509
812,,0.7827466702401537,0.0036809757087780423,0.12500086426734924,0.12499991059303284,0.12499986588954926,0.12499986588954926,0.12499986588954926,0.12499986588954926,0.12499986588954926,0.12499986588954926
813,,0.7834091224039598,0.000845959522576563,0.12505564093589783,0.12492470443248749,0.124947190284729,0.12537360191345215,0.12492470443248749,0.12492470443248749,0.12492470443248749,0.12492470443248749
814,,0.7842858532098775,0.0011184967879049805,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
815,,0.7817512404158211,-0.003236979529437585,0.125,0.125,0.125,0.125,0.125,0.125,0.1250000149011612,0.125
816,,0.7824683405220272,0.0009168791455903304,0.09164021909236908,0.09164021909236908,0.09164046496152878,0.35851579904556274,0.09164023399353027,0.09164021909236908,0.09164269268512726,0.09164021909236908
817,,0.7851232406224868,0.00338723768458931,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
818,,0.7877284349505836,0.003312704879944038,0.125,0.125,0.12500007450580597,0.125,0.125,0.125,0.125,0.125
819,,0.7902768321083056,0.003229899704874233,0.1162218451499939,0.11621957272291183,0.1864607036113739,0.11621957272291183,0.11621957272291183,0.11621957272291183,0.11621957272291183,0.11621957272291183
820,,0.7931915947970253,0.0036814955464524366,0.125,0.125,0.125,0.125,0.125,0.125,0.1250000149011612,0.125
821,,0.7940744377260344,0.0011124071226360915,0.1249997615814209,0.1249997615814209,0.1249997615814209,0.1249997615814209,0.1249997615814209,0.1250016689300537,0.1249997615814209,0.1249997615814209
822,,0.7936235111571319,-0.0005680256516601051,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
823,,0.7935708358201733,-6.637540900811436e-05,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
824,,0.7939192032824206,0.00043889090231554655,0.07778377830982208,0.07778377830982208,0.07778411358594894,0.07957688719034195,0.07778377830982208,0.07778717577457428,0.07791143655776978,0.4535890221595764
825,,0.7900058769610773,-0.004941312354544233,0.1040695458650589,0.10405270010232925,0.10405270010232925,0.2401394546031952,0.1071537509560585,0.10410318523645401,0.13237141072750092,0.10405731201171875
826,,0.78517595539917,-0.006132544954099841,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
827,,0.7881708630590297,0.003807057976023055,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
828,,0.7891969815270213,0.001301051769578266,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
829,,0.7928766599500708,0.00465172411930195,0.12499290704727173,0.12499290704727173,0.12499290704727173,0.12499290704727173,0.12499290704727173,0.12499290704727173,0.1250496506690979,0.12499290704727173
830,,0.7901087973271849,-0.0034970194209644817,0.1249893307685852,0.12498940527439117,0.1249893307685852,0.12499211728572845,0.1249893307685852,0.1249893307685852,0.12506577372550964,0.12499538064002991
831,,0.796089865151935,0.007541421277162288,0.06459132581949234,0.5478606820106506,0.06459132581949234,0.06459132581949234,0.06459132581949234,0.06459132581949234,0.06459132581949234,0.06459132581949234
832,,0.7998477791923482,0.004709358161951253,0.1251213103532791,0.1249789297580719,0.12497919797897339,0.1249852329492569,0.12497884035110474,0.12497885525226593,0.12497885525226593,0.12499883770942688
833,,0.8018906757770143,0.002550850528762827,0.12500515580177307,0.12499144673347473,0.12499144673347473,0.12499144673347473,0.12504342198371887,0.12499144673347473,0.12499423325061798,0.12499144673347473
834,,0.8003158146926795,-0.0019658659491023555,0.06734076887369156,0.06734076887369156,0.06738711893558502,0.5285678505897522,0.06734076887369156,0.06734076887369156,0.06734076887369156,0.06734120100736618
835,,0.8020853753577154,0.002208637132025541,0.1250000149011612,0.1249999850988388,0.1249999850988388,0.1249999850988388,0.12500011920928955,0.1249999850988388,0.1249999850988388,0.1249999850988388
836,,0.800457703370626,-0.0020313619875820853,0.07813692837953568,0.07813692837953568,0.07813692837953568,0.07813692837953568,0.07813725620508194,0.07813692837953568,0.45304086804389954,0.07813720405101776
837,,0.7996807744194484,-0.0009710772198962877,0.10178449749946594,0.1017838716506958,0.1017838716506958,0.11192135512828827,0.1017838716506958,0.10179080069065094,0.1017838716506958,0.27736786007881165
838,,0.8035688581704328,0.004850263233158598,0.12499992549419403,0.12500014901161194,0.12499992549419403,0.12499992549419403,0.12499992549419403,0.12500029802322388,0.12499992549419403,0.12499992549419403
839,,0.8013364179575194,-0.002782022946747876,0.12074847519397736,0.12074603885412216,0.12074603885412216,0.15444965660572052,0.12107165157794952,0.12074603885412216,0.12074603885412216,0.12074603885412216
840,,0.7979305854160234,-0.004259248372077125,0.12510041892528534,0.12498438358306885,0.12498438358306885,0.12499310076236725,0.12498439848423004,0.12498438358306885,0.1249844878911972,0.12498438358306885
841,,0.7930066816061963,-0.0061899606398675465,0.12487705051898956,0.124876469373703,0.124876469373703,0.12495391070842743,0.124876469373703,0.124876469373703,0.124876469373703,0.12578672170639038
842,,0.7836856093721261,-0.0118237158611645,0.12499986588954926,0.12499986588954926,0.12499986588954926,0.12499986588954926,0.12499986588954926,0.12499986588954926,0.12499986588954926,0.12500092387199402
843,,0.787147845223428,0.004408158544936967,0.124875508248806,0.12487532943487167,0.12487532943487167,0.12487775087356567,0.12572412192821503,0.12487532943487167,0.12487532943487167,0.12502127885818481
844,,0.7926649556145843,0.006984539961964594,0.12498670816421509,0.12498664855957031,0.12501247227191925,0.12498904764652252,0.12498664855957031,0.12498664855957031,0.12506522238254547,0.12498664855957031
845,,0.7952489674165115,0.0032546022115722225,0.12499994039535522,0.12499994039535522,0.12499994039535522,0.12500040233135223,0.12499994039535522,0.12499994039535522,0.12499994039535522,0.12499994039535522
846,,0.789348876517942,-0.0074468335131035405,0.12495839595794678,0.12495839595794678,0.12495839595794678,0.12529122829437256,0.12495839595794678,0.12495839595794678,0.12495839595794678,0.12495841085910797
847,,0.7894851520176086,0.00017262802491209225,0.12493110448122025,0.12493055313825607,0.12493055313825607,0.12548214197158813,0.12493064254522324,0.12493055313825607,0.12493392080068588,0.12493055313825607
848,,0.7873077277535505,-0.002761841045917879,0.125,0.125,0.125,0.125,0.125,0.1250000149011612,0.125,0.125
849,,0.7855712734104985,-0.0022079957164370667,0.12318319082260132,0.12318319082260132,0.12318319082260132,0.13755090534687042,0.12318319082260132,0.12318329513072968,0.12318319082260132,0.12334970384836197
850,,0.7859412981001841,0.00047091535025785107,0.05674377828836441,0.05674377828836441,0.05674378573894501,0.3688347637653351,0.05674377828836441,0.05674377828836441,0.05674377828836441,0.29070261120796204
851,,0.7890537344113436,0.003952317687962937,0.12499979138374329,0.12499979138374329,0.12499979138374329,0.12499979138374329,0.12499979138374329,0.12500151991844177,0.12499979138374329,0.12499979138374329
852,,0.7874240480188911,-0.002067503888900928,0.12373315542936325,0.1237298846244812,0.1237298846244812,0.1338871419429779,0.12373020499944687,0.1237298846244812,0.1237298846244812,0.1237298846244812
853,,0.7886961876659925,0.0016142676104911058,0.1250000149011612,0.125,0.125,0.125,0.125,0.125,0.125,0.125
854,,0.784804728462194,-0.004946253412067025,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
855,,0.7874700647519121,0.0033904236770635416,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
856,,0.7892808319431392,0.0022968345742798717,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
857,,0.7915384931434284,0.0028563197569773644,0.12499997019767761,0.12499997019767761,0.1250002533197403,0.12499997019767761,0.12499997019767761,0.12499997019767761,0.12499997019767761,0.12499997019767761
858,,0.7939873009713059,0.003088956085237727,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
859,,0.7971956474995847,0.004032661208820021,0.1249999850988388,0.12499997019767761,0.12499997019767761,0.12499997019767761,0.12499997019767761,0.12499997019767761,0.12499997019767761,0.1250002384185791
860,,0.794451932444465,-0.0034476448271591196,0.09016347676515579,0.09016347676515579,0.09087073057889938,0.09016347676515579,0.09016347676515579,0.16444891691207886,0.29337278008461,0.09065364301204681
861,,0.7904578669893663,-0.0050401277240991445,0.06907333433628082,0.25035175681114197,0.3350726068019867,0.06908216327428818,0.06907333433628082,0.06920017302036285,0.06907333433628082,0.06907333433628082
862,,0.7877752659577423,-0.003399502341072683,0.018157657235860825,0.018548520281910896,0.16328155994415283,0.12687371671199799,0.018157683312892914,0.018157657235860825,0.358974814414978,0.277848482131958
863,,0.7853938884304392,-0.003027493057029499,0.22950385510921478,0.011029766872525215,0.016936754807829857,0.07302001118659973,0.05539757013320923,0.1859678328037262,0.3731912672519684,0.05495298281311989
864,,0.7857046247762295,0.0003955657105267136,0.07207166403532028,0.006609839387238026,0.006846384610980749,0.045882537961006165,0.18141689896583557,0.2239953726530075,0.09172298014163971,0.3714543581008911
865,,0.7890694578589542,0.004273423395245353,0.017800141125917435,0.017810504883527756,0.12764233350753784,0.018026448786258698,0.39763548970222473,0.017880640923976898,0.30998876690864563,0.09321568161249161
866,,0.7908049538962324,0.0021970059423007623,0.12503978610038757,0.12499098479747772,0.12499244511127472,0.12499096989631653,0.12499096989631653,0.12499113380908966,0.12501268088817596,0.12499096989631653
867,,0.7865157797602372,-0.005438570122846795,0.1249614953994751,0.12495976686477661,0.12527994811534882,0.12495976686477661,0.12495976686477661,0.12495976686477661,0.12495976686477661,0.12495976686477661
868,,0.7835871321738614,-0.0037305210512787704,0.06322624534368515,0.555814266204834,0.06507009267807007,0.06317787617444992,0.06317786872386932,0.0631779134273529,0.06317786872386932,0.06317786872386932
869,,0.7859289679272142,0.002984152237840893,0.11879915744066238,0.12092016637325287,0.11879915744066238,0.11879915744066238,0.11879915744066238,0.16628430783748627,0.11879969388246536,0.11879915744066238
870,,0.7827607871341453,-0.004039275567968386,0.125,0.125,0.125,0.12500005960464478,0.125,0.125,0.125,0.125
871,,0.7804081404619365,-0.003010101348692967,0.12499997019767761,0.1249999850988388,0.12499997019767761,0.12499997019767761,0.12500016391277313,0.12499997019767761,0.12499997019767761,0.12499997019767761
872,,0.7810369540894875,0.0008054252611742484,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
873,,0.7817134494965092,0.0008657754273823968,0.12499821186065674,0.12499821186065674,0.12501250207424164,0.12499821186065674,0.12499821186065674,0.12499821186065674,0.12499821186065674,0.12499821186065674
874,,0.7849865964044858,0.004178402469199638,0.1249009370803833,0.12486694008111954,0.12486692517995834,0.12569117546081543,0.12489053606987,0.12486692517995834,0.12486692517995834,0.12504971027374268
875,,0.7837034637924382,-0.0016359291497687546,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
876,,0.7813326783157555,-0.003029690147534364,0.125,0.125,0.1250000149011612,0.1250000298023224,0.125,0.125,0.125,0.125
877,,0.7772657901228776,-0.005218659590868034,0.12503379583358765,0.12494491785764694,0.125299870967865,0.12494426220655441,0.12494426220655441,0.12494426220655441,0.12494426220655441,0.12494426220655441
878,,0.7769810587121937,-0.0003663914957685768,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
879,,0.7839087037231798,0.008876591628250823,0.04275260493159294,0.04300171136856079,0.04275260493159294,0.2902701199054718,0.4529591202735901,0.04275862127542496,0.04275260493159294,0.04275260493159294
880,,0.7836182276798355,-0.0003706169774182912,0.08026931434869766,0.08026931434869766,0.4381147623062134,0.08026931434869766,0.08026931434869766,0.08026931434869766,0.08026931434869766,0.08026931434869766
881,,0.7874268690070865,0.004848554375123232,0.560780942440033,0.02174573764204979,0.022278783842921257,0.24266557395458221,0.02174573764204979,0.08724468946456909,0.02174932323396206,0.021789267659187317
882,,0.7887353628639733,0.0016603546653136333,0.023728959262371063,0.023508643731474876,0.023508643731474876,0.37877386808395386,0.39440682530403137,0.023508649319410324,0.10905478149652481,0.023509647697210312
883,,0.7917915559822403,0.003867313983569986,0.12498781085014343,0.12498781085014343,0.12498781085014343,0.12498781085014343,0.12508532404899597,0.12498781085014343,0.12498781085014343,0.12498781085014343
884,,0.7932656479665628,0.0018599863848757143,0.12499424815177917,0.12499424815177917,0.12499424815177917,0.12499481439590454,0.1250397115945816,0.12499424815177917,0.12499424815177917,0.12499424815177917
885,,0.7977494382235426,0.005636404288524324,0.12480606138706207,0.12480606138706207,0.12480606138706207,0.12480606138706207,0.1263575255870819,0.12480606138706207,0.12480606138706207,0.12480606138706207
886,,0.7980583901069456,0.00038720437608846055,0.1249990463256836,0.1249990463256836,0.1249990463256836,0.12500089406967163,0.12500490248203278,0.1249990463256836,0.12499906122684479,0.1249990463256836
887,,0.7955257876443046,-0.003178501180185074,0.1250009685754776,0.12499986588954926,0.12499986588954926,0.12499986588954926,0.12499986588954926,0.12499986588954926,0.12499986588954926,0.12499986588954926
888,,0.7957417533113297,0.00027143853914268214,0.1252942681312561,0.12495796382427216,0.12495796382427216,0.12495796382427216,0.12495796382427216,0.12495796382427216,0.12495796382427216,0.12495796382427216
889,,0.7999598044629306,0.005286779292283749,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
890,,0.7963859875490561,-0.004477504689055277,0.1249949187040329,0.1249949187040329,0.1249949187040329,0.1249949187040329,0.1249949187040329,0.1249949187040329,0.12503556907176971,0.1249949187040329
891,,0.7988711864235922,0.0031157369803076988,0.1249912679195404,0.1249912679195404,0.1249912679195404,0.1249912679195404,0.1249912679195404,0.1249912679195404,0.12506112456321716,0.1249912679195404
892,,0.7963132481948997,-0.0032070779599157025,0.125,0.125,0.125,0.125,0.125,0.125,0.1250000298023224,0.125
893,,0.8011370023391785,0.0060393352522686355,0.12499979138374329,0.12500141561031342,0.12499983608722687,0.12499979138374329,0.12499979138374329,0.12499979138374329,0.12499979138374329,0.12499979138374329
894,,0.8009211433632836,-0.000269477082065073,0.1120171770453453,0.18266603350639343,0.1120171770453453,0.1120171770453453,0.1120171770453453,0.1120171770453453,0.14523087441921234,0.1120171770453453
895,,0.8012567052969553,0.0004188822593682086,0.12499995529651642,0.12499995529651642,0.12499995529651642,0.12499995529651642,0.12499995529651642,0.12499995529651642,0.12500034272670746,0.12499995529651642
896,,0.8038155833273976,0.003188492152629621,0.12499922513961792,0.12499922513961792,0.12499922513961792,0.12499922513961792,0.12499922513961792,0.12499924004077911,0.12500546872615814,0.12499922513961792
897,,0.8015624101317109,-0.002807033215036591,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
898,,0.8026839066216946,0.0013981601964341167,0.12499973177909851,0.12499973177909851,0.12499973177909851,0.12499973177909851,0.12499973177909851,0.12500181794166565,0.12499973177909851,0.12499973177909851
899,,0.7977398295486605,-0.006178479722661478,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
900,,0.7978632570040584,0.00015470947215414561,0.07314149290323257,0.07314149290323257,0.07314149290323257,0.48800957202911377,0.07314149290323257,0.07314149290323257,0.07314152270555496,0.07314149290323257
901,,0.7959896423670006,-0.0023510519707585767,0.05237245559692383,0.05216987058520317,0.052169620990753174,0.052169620990753174,0.3266710340976715,0.05216982588171959,0.05217805504798889,0.3600994646549225
902,,0.7961944087926851,0.00025721451821387006,0.12276983261108398,0.12260476499795914,0.12260476499795914,0.12260476499795914,0.12260476499795914,0.12261510640382767,0.14159120619297028,0.12260476499795914
903,,0.7951650264302413,-0.0012937146482842673,0.11200126260519028,0.11200126260519028,0.11498600989580154,0.11244507133960724,0.1120014414191246,0.11200375854969025,0.11200126260519028,0.21255986392498016
904,,0.7944711478311977,-0.0008730030863006215,0.3115508258342743,0.09833922982215881,0.0984143614768982,0.09833911061286926,0.09833911061286926,0.09833911061286926,0.09833911061286926,0.09833911061286926
905,,0.7765567948852651,-0.022806888370154505,0.033548325300216675,0.08535563200712204,0.03351780027151108,0.03352443128824234,0.4192293584346771,0.033517803996801376,0.033561039716005325,0.32774558663368225
906,,0.7723414330829815,-0.005443058986705192,0.12499916553497314,0.1250050812959671,0.12499916553497314,0.12499985098838806,0.12499924004077911,0.12499916553497314,0.12499916553497314,0.12499916553497314
907,,0.7235739491152742,-0.0652239719871396,0.042322706431150436,0.7037014365196228,0.042322706431150436,0.0423227995634079,0.04236186295747757,0.042322706431150436,0.042322706431150436,0.04232306405901909
908,,0.7431456610891074,0.026689318940408987,0.4440767765045166,0.06539098173379898,0.06537710130214691,0.0653771162033081,0.15838244557380676,0.0653771460056305,0.06548025459051132,0.07053825259208679
909,,0.7414300891746995,-0.0023111958790448537,0.03713623806834221,0.028017302975058556,0.027942560613155365,0.20963767170906067,0.46154311299324036,0.032587163150310516,0.175178661942482,0.027957288548350334
910,,0.7466432803385114,0.007006660556295243,0.12113174051046371,0.12103434652090073,0.12103434652090073,0.12103434652090073,0.12103434652090073,0.12103434652090073,0.15266209840774536,0.12103434652090073
911,,0.7480548240548338,0.0018887347642876056,0.12498319149017334,0.12498319149017334,0.12511758506298065,0.12498319149017334,0.12498319149017334,0.12498319149017334,0.12498319149017334,0.12498319149017334
912,,0.7539273631433467,0.007819758534212741,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
913,,0.7544898231745196,0.0007457619315702082,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
914,,0.7587995383992794,0.005695839785457504,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
915,,0.7510247898012266,-0.010298969455209118,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
916,,0.7508931657156072,-0.0001752746685968318,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
917,,0.7534961833384027,0.0034605672024207307,0.12499994039535522,0.12499994039535522,0.12499994039535522,0.12500034272670746,0.12499994039535522,0.12499994039535522,0.12499994039535522,0.12499994039535522
918,,0.7565696029138105,0.004070582682126933,0.13655896484851837,0.12334872037172318,0.12334870547056198,0.12334870547056198,0.12334870547056198,0.12334870547056198,0.12334870547056198,0.12334870547056198
919,,0.7498576075429906,-0.008911203595563372,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
920,,0.7479946017240633,-0.002487570893967125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
921,,0.7561222022010342,0.010807245237756606,0.1249997615814209,0.12499977648258209,0.1249997615814209,0.1250017285346985,0.1249997615814209,0.1249997615814209,0.12499977648258209,0.1249997615814209
922,,0.7597995500626554,0.004851642334939399,0.125,0.125,0.125,0.125,0.125,0.125,0.1250000298023224,0.125
923,,0.766398009975028,0.008646981490681008,0.12499997019767761,0.12500014901161194,0.12499997019767761,0.12499997019767761,0.12499997019767761,0.12499997019767761,0.12499997019767761,0.12499997019767761
924,,0.7682380193823047,0.0023979761373942015,0.12497331947088242,0.12497331947088242,0.12497331947088242,0.12497381120920181,0.12518629431724548,0.12497331947088242,0.12497331947088242,0.12497331947088242
925,,0.7685383572960569,0.00039086743150625335,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
926,,0.7688375648234848,0.0003892444611636378,0.12266428023576736,0.14135009050369263,0.12266428023576736,0.12266428023576736,0.12266428023576736,0.12266428023576736,0.12266428023576736,0.12266428023576736
927,,0.7679832514382795,-0.0011117932086363853,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
928,,0.7719293062422597,0.005125048719931677,0.10936614125967026,0.23400162160396576,0.10936629772186279,0.10936614125967026,0.10980138182640076,0.10936614125967026,0.10936614125967026,0.10936614125967026
929,,0.772741525941768,0.0010516412395980424,0.125,0.125,0.125,0.125,0.125,0.125,0.1250000298023224,0.125
930,,0.7661839669777761,-0.008522308173587987,0.12499997019767761,0.12499997019767761,0.12499997019767761,0.1249999850988388,0.12499997019767761,0.1250002086162567,0.12499997019767761,0.12499997019767761
931,,0.7634990745570591,-0.0035103941208022966,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
932,,0.7643108141110161,0.0010626186364672498,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
933,,0.7653810912385073,0.001399337080094054,0.12499991059303284,0.12500056624412537,0.12499991059303284,0.12499991059303284,0.12499991059303284,0.12499991059303284,0.12499991059303284,0.12499991059303284
934,,0.7659229142124987,0.0007076622207923754,0.12499995529651642,0.12499995529651642,0.12499995529651642,0.12499995529651642,0.12500034272670746,0.12499995529651642,0.12499995529651642,0.12499995529651642
935,,0.766113518800598,0.00024882513884846993,0.06165255233645439,0.06165255233645439,0.06165255233645439,0.5684321522712708,0.06165255233645439,0.06165255233645439,0.06165255233645439,0.06165255233645439
936,,0.7610900883187077,-0.006578623276661452,0.1191791519522667,0.11912452429533005,0.12341759353876114,0.1617787629365921,0.11912564933300018,0.11912452429533005,0.11912452429533005,0.11912521719932556
937,,0.7619185183448891,0.0010878863116865066,0.1250407099723816,0.1249941885471344,0.1249942034482956,0.1249941885471344,0.1249941885471344,0.1249941885471344,0.1249941885471344,0.1249942034482956
938,,0.7737658337549215,0.015429668783671927,0.04978744685649872,0.049787454307079315,0.6457375884056091,0.04978744685649872,0.04978744685649872,0.04978744685649872,0.04978744685649872,0.055537693202495575
939,,0.7647230821966157,-0.011755503209057903,0.10425575077533722,0.07429523020982742,0.07429523020982742,0.07429523020982742,0.07429523020982742,0.07429523020982742,0.07429558783769608,0.4499724805355072
940,,0.759479958934629,-0.006879849732946375,0.049079183489084244,0.049079183489084244,0.06677855551242828,0.049079183489084244,0.049079183489084244,0.08699429035186768,0.39828646183013916,0.25162386894226074
941,,0.7625581316009862,0.0040448092359787365,0.2492809295654297,0.03595126047730446,0.06836657971143723,0.03595125302672386,0.03595125302672386,0.03595125675201416,0.5018070340156555,0.036740437150001526
942,,0.7716443708716785,0.011845040655137994,0.3097992539405823,0.2991524934768677,0.026969438418745995,0.026969438418745995,0.026969438418745995,0.037103913724422455,0.18555960059165955,0.08747641742229462
943,,0.7600811832041159,-0.015098536815009441,0.12499997019767761,0.12499997019767761,0.1250002086162567,0.12499997019767761,0.12499997019767761,0.12499997019767761,0.1250000298023224,0.12499997019767761
944,,0.7665623567483252,0.0084907999964479,0.061410948634147644,0.543114423751831,0.061410948634147644,0.061410948634147644,0.061410948634147644,0.061410948634147644,0.0884198397397995,0.061410948634147644
945,,0.7571881492713872,-0.012304279089223965,0.12499977648258209,0.12500154972076416,0.12499977648258209,0.12499977648258209,0.12499977648258209,0.12499977648258209,0.12499977648258209,0.12499977648258209
946,,0.7618809856157909,0.00617858814412603,0.1301283985376358,0.07010307163000107,0.3219994008541107,0.07010307163000107,0.07010307163000107,0.19735613465309143,0.07010377943515778,0.07010307163000107
947,,0.75919378773698,-0.00353329201365013,0.11880982667207718,0.08629990369081497,0.3633905351161957,0.08629990369081497,0.08629990369081497,0.08629990369081497,0.08629990369081497,0.08630015701055527
948,,0.7654034457339376,0.00814601023627557,0.1250000149011612,0.125,0.125,0.125,0.125,0.125,0.125,0.125
949,,0.7720935657164796,0.008702666940450743,0.12432960420846939,0.12969274818897247,0.12432960420846939,0.12432960420846939,0.12432960420846939,0.12432960420846939,0.12432960420846939,0.12432960420846939
950,,0.7686579319612921,-0.004459693149221385,0.12499991059303284,0.1250002086162567,0.12499991059303284,0.12499991059303284,0.1250002682209015,0.12499991059303284,0.12499991059303284,0.12499991059303284
951,,0.7799054438266,0.014526637825708802,0.1249995082616806,0.1249995082616806,0.1249995082616806,0.12500345706939697,0.1249995082616806,0.1249995082616806,0.1249995082616806,0.1249995082616806
952,,0.7786346498406235,-0.001630749536394124,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
953,,0.7833252383372296,0.0060060474436580405,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
954,,0.7824399905468717,-0.0011307543025620463,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
955,,0.7878250419186994,0.006858807107496644,0.12499918043613434,0.12499913573265076,0.12499913573265076,0.1250060647726059,0.12499913573265076,0.12499913573265076,0.12499913573265076,0.12499913573265076
956,,0.7825096091990066,-0.006769834718619624,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
957,,0.7868760185712969,0.005564496783550805,0.12499189376831055,0.12499189376831055,0.12499189376831055,0.125056192278862,0.12499189376831055,0.12499235570430756,0.12499189376831055,0.12499189376831055
958,,0.780486412599687,-0.008153368029671506,0.124993234872818,0.124993234872818,0.12504719197750092,0.124993234872818,0.12499332427978516,0.124993234872818,0.124993234872818,0.124993234872818
959,,0.7812374169851631,0.0009617634425993133,0.040535539388656616,0.0213040541857481,0.2056797742843628,0.48152124881744385,0.18703867495059967,0.02131255343556404,0.0213040541857481,0.0213040541857481
960,,0.78590564910931,0.0059576512608677835,0.12499900162220001,0.12499850988388062,0.12499850988388062,0.12499850988388062,0.1249985545873642,0.12499850988388062,0.1250099539756775,0.12499850988388062
961,,0.7960339900360649,0.012805140060271013,0.125940203666687,0.1247277557849884,0.12472842633724213,0.12566429376602173,0.1247294619679451,0.12472904473543167,0.12475308775901794,0.1247277557849884
962,,0.7959282156756297,-0.00013288551727092568,0.08411283791065216,0.08411218971014023,0.08411218971014023,0.08411218971014023,0.08411218971014023,0.08413482457399368,0.4111914336681366,0.08411218971014023
963,,0.8019090502040441,0.007486197234437851,0.04338211193680763,0.13035787642002106,0.04338211193680763,0.04338211193680763,0.04338257759809494,0.6093490719795227,0.04338211193680763,0.04338211193680763
964,,0.8176977854026444,0.019497615139041483,0.4803670346736908,0.07973586767911911,0.011762291193008423,0.03222547844052315,0.12877507507801056,0.011762291193008423,0.24360615015029907,0.011765802279114723
965,,0.813549074996483,-0.005086562251096388,0.06851936876773834,0.4708525538444519,0.06823979318141937,0.06870030611753464,0.11886970698833466,0.06833864748477936,0.06823982298374176,0.06823979318141937
966,,0.8089525038578174,-0.005666044946828205,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
967,,0.8051679420402148,-0.004689326329219546,0.125,0.125,0.125,0.125,0.12500005960464478,0.125,0.125,0.125
968,,0.8110238567935342,0.007246590885478302,0.12499994039535522,0.12499994039535522,0.12499994039535522,0.12499994039535522,0.12500040233135223,0.12499994039535522,0.12499994039535522,0.12499994039535522
969,,0.8136622428942809,0.003247874676279207,0.10888447612524033,0.10888447612524033,0.23779016733169556,0.1089029312133789,0.10888447612524033,0.10888447612524033,0.10888447612524033,0.10888447612524033
970,,0.8123100706426318,-0.0016632172049919215,0.12499982118606567,0.12499982118606567,0.1250012218952179,0.12499982118606567,0.12499982118606567,0.12499982118606567,0.12499982118606567,0.12499982118606567
971,,0.8179304160994746,0.006895139422494218,0.12499997019767761,0.12500016391277313,0.12499997019767761,0.12499997019767761,0.12499997019767761,0.12499997019767761,0.12499997019767761,0.12499997019767761
972,,0.8185443296951409,0.0007502879296404139,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
973,,0.8074376104377016,-0.013661765524964018,0.1249999850988388,0.12500007450580597,0.1249999850988388,0.1249999850988388,0.1249999850988388,0.1249999850988388,0.1249999850988388,0.1249999850988388
974,,0.8067345898163115,-0.0008710603066148857,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
975,,0.8133605169343691,0.008179722331472078,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
976,,0.8111787418813853,-0.0026860247948911403,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
977,,0.8133187051122927,0.002634617213704946,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
978,,0.8078658538313637,-0.0067270216878226674,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
979,,0.799224900745823,-0.010753638313560939,0.125,0.125,0.1250000149011612,0.125,0.125,0.125,0.125,0.125
980,,0.7992717332506263,5.859568774893997e-05,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
