Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,alpha,alpha_loss,actor_lr,critic_lr,temperature
-238.84908,66.498535,-138.94264,-348.64514,1000.0,0,,,,,,,,,,,,
,,,,,999,-229.3025,1000,,,,,,,,,,
,,,,,1999,-458.92267,1000,,,,,,,,,,
,,,,,2999,-401.0506,1000,,,,,,,,,,
,,,,,3999,-282.80646,1000,,,,,,,,,,
,,,,,4999,-411.33176,1000,,,,,,,,,,
-236.28398,69.791534,-128.61118,-348.07303,1000.0,5000,,,,,,,,,,,,
,,,,,5999,-316.33154,1000,,,,,,,,,,
,,,,,6999,-189.8311,1000,,,,,,,,,,
,,,,,7999,-147.87894,1000,,,,,,,,,,
,,,,,8999,-241.05438,1000,,,,,,,,,,
,,,,,9999,-298.15045,1000,,,,,,,,,,
-246.18123,64.69514,-125.24261,-375.12302,1000.0,10000,,,-0.13257236778736115,3.7355294227600098,0.4502037763595581,-0.01709999144077301,-0.21627210080623627,0.04999999701976776,-29.112632751464844,0.0003,0.0003,0.04999500513076782
,,,,,10999,-296.42953,1000,,,,,,,,,,
,,,,,11000,,,-0.9539523124694824,1.8271149396896362,0.4832089841365814,0.49559953808784485,0.5438214540481567,0.045220304280519485,-24.381990432739258,0.0003,0.0003,0.045215412974357605
,,,,,11999,-283.40378,1000,,,,,,,,,,
,,,,,12000,,,-2.0530495643615723,0.7917483448982239,0.738855242729187,1.5631177425384521,1.5717332363128662,0.040979620069265366,-21.963598251342773,0.0003,0.0003,0.04097563400864601
,,,,,12999,-261.27496,1000,,,,,,,,,,
,,,,,13000,,,-3.1741669178009033,-0.6142407655715942,0.6421290040016174,2.3947248458862305,2.321932315826416,0.037420548498630524,-17.660512924194336,0.0003,0.0003,0.037417344748973846
,,,,,13999,-384.96384,1000,,,,,,,,,,
,,,,,14000,,,-5.46579647064209,-0.7363842725753784,0.6112255454063416,4.659395217895508,4.62742280960083,0.03428681567311287,-16.926311492919922,0.0003,0.0003,0.03428373113274574
,,,,,14999,-247.36804,1000,,,,,,,,,,
-182.97865,29.01286,-115.85209,-217.67926,1000.0,15000,,,-7.909327983856201,-1.3952372074127197,0.41002994775772095,7.03181791305542,7.044086456298828,0.03138519078493118,-15.015363693237305,0.0003,0.0003,0.031382400542497635
,,,,,15999,-204.78308,1000,,,,,,,,,,
,,,,,16000,,,-9.741724967956543,-1.9679174423217773,0.4216286838054657,8.88589096069336,8.879716873168945,0.02872554585337639,-13.059320449829102,0.0003,0.0003,0.02872299775481224
,,,,,16999,-250.84888,1000,,,,,,,,,,
,,,,,17000,,,-10.431978225708008,-1.716755986213684,0.32541412115097046,9.755304336547852,9.770833969116211,0.026225421577692032,-14.117621421813965,0.0003,0.0003,0.02622292749583721
,,,,,17999,-96.40691,1000,,,,,,,,,,
,,,,,18000,,,-11.400459289550781,-1.8715423345565796,0.31735581159591675,10.634653091430664,10.71928882598877,0.023851793259382248,-14.550224304199219,0.0003,0.0003,0.02384955808520317
,,,,,18999,-36.697445,1000,,,,,,,,,,
,,,,,19000,,,-12.585742950439453,-3.3025331497192383,0.4029359221458435,11.85710334777832,11.93543815612793,0.021811189129948616,-11.179048538208008,0.0003,0.0003,0.021809328347444534
,,,,,19999,104.1372,1000,,,,,,,,,,
106.34386,64.48591,229.36073,-13.524493,1000.0,20000,,,-12.789863586425781,-3.6990387439727783,0.30504310131073,12.100971221923828,12.001726150512695,0.020085573196411133,-8.959724426269531,0.0003,0.0003,0.020084040239453316
,,,,,20999,176.99745,1000,,,,,,,,,,
,,,,,21000,,,-15.745820045471191,-4.363508224487305,0.4414110779762268,14.87148666381836,14.862342834472656,0.018550435081124306,-6.503879547119141,0.0003,0.0003,0.018549025058746338
,,,,,21999,290.72806,1000,,,,,,,,,,
,,,,,22000,,,-16.857418060302734,-4.586464881896973,0.5078579783439636,16.062868118286133,16.180519104003906,0.0171833299100399,-5.837964057922363,0.0003,0.0003,0.017182083800435066
,,,,,22999,412.2798,1000,,,,,,,,,,
,,,,,23000,,,-18.185874938964844,-5.048880100250244,0.4252279996871948,17.36825942993164,17.390640258789062,0.01608428731560707,-4.4351043701171875,0.0003,0.0003,0.01608329825103283
,,,,,23999,365.76962,1000,,,,,,,,,,
,,,,,24000,,,-19.1630916595459,-4.985743522644043,0.45305371284484863,18.339569091796875,18.36211585998535,0.0152437724173069,-3.1017990112304688,0.0003,0.0003,0.015243140049278736
,,,,,24999,496.68167,1000,,,,,,,,,,
785.39014,210.841,1032.907,464.45734,1000.0,25000,,,-22.40536117553711,-5.889002799987793,0.3744760751724243,21.526363372802734,21.508617401123047,0.014519017189741135,0.6595216989517212,0.0003,0.0003,0.01451838668435812
,,,,,25999,559.8079,1000,,,,,,,,,,
,,,,,26000,,,-24.219430923461914,-5.605378150939941,0.4742771089076996,23.292949676513672,23.404769897460938,0.014091390185058117,-1.756111979484558,0.0003,0.0003,0.01409115456044674
,,,,,26999,1100.5651,1000,,,,,,,,,,
,,,,,27000,,,-26.20845603942871,-6.1943254470825195,0.4497382938861847,25.456661224365234,25.443798065185547,0.014211197383701801,-0.17374253273010254,0.0003,0.0003,0.014211956411600113
,,,,,27999,1278.0114,1000,,,,,,,,,,
,,,,,28000,,,-28.857425689697266,-5.897947788238525,0.503282368183136,28.164648056030273,28.063568115234375,0.014878464862704277,-0.6951783895492554,0.0003,0.0003,0.014879025518894196
,,,,,28999,466.88327,1000,,,,,,,,,,
,,,,,29000,,,-31.535999298095703,-6.214930534362793,0.7076116800308228,30.581058502197266,30.744857788085938,0.015788547694683075,0.529007613658905,0.0003,0.0003,0.015788955613970757
,,,,,29999,1484.9462,1000,,,,,,,,,,
1389.1013,190.97821,1505.0165,837.43933,1000.0,30000,,,-35.8466682434082,-6.0778985023498535,0.5730741620063782,34.96938705444336,34.981849670410156,0.015991654247045517,0.3304353356361389,0.0003,0.0003,0.015992112457752228
,,,,,30999,595.0215,1000,,,,,,,,,,
,,,,,31000,,,-40.15590286254883,-6.475910186767578,0.5596649050712585,39.224334716796875,39.275054931640625,0.01637907698750496,1.344720482826233,0.0003,0.0003,0.016379544511437416
,,,,,31999,1520.9154,1000,,,,,,,,,,
,,,,,32000,,,-44.47447204589844,-6.188835620880127,0.5631496906280518,43.49037170410156,43.5272102355957,0.016764121130108833,0.8571634888648987,0.0003,0.0003,0.01676429621875286
,,,,,32999,1551.6761,1000,,,,,,,,,,
,,,,,33000,,,-45.71619415283203,-5.822734355926514,0.4880526661872864,44.86418914794922,44.756805419921875,0.017116941511631012,-1.7092286348342896,0.0003,0.0003,0.01711690053343773
,,,,,33999,1691.7948,1000,,,,,,,,,,
,,,,,34000,,,-50.00406265258789,-6.1735405921936035,0.4940113127231598,49.091758728027344,49.162357330322266,0.01780972070991993,0.5958055257797241,0.0003,0.0003,0.017810646444559097
,,,,,34999,1738.7517,1000,,,,,,,,,,
1859.1572,316.6301,2017.8159,918.6865,1000.0,35000,,,-52.49508285522461,-6.3234100341796875,0.45510250329971313,51.44680404663086,51.51109313964844,0.01852463372051716,1.0566638708114624,0.0003,0.0003,0.018525145947933197
,,,,,35999,1918.4417,1000,,,,,,,,,,
,,,,,36000,,,-62.015804290771484,-6.395910263061523,0.5442817807197571,60.90885543823242,60.904022216796875,0.019107908010482788,1.50984525680542,0.0003,0.0003,0.01910887286067009
,,,,,36999,2062.832,1000,,,,,,,,,,
,,,,,37000,,,-64.96739959716797,-6.282074928283691,0.5863013863563538,64.04019165039062,63.97690200805664,0.020153343677520752,1.122986078262329,0.0003,0.0003,0.020154500380158424
,,,,,37999,616.3976,1000,,,,,,,,,,
