strategy,annual_return,annual_volatility,sharpe_ratio,max_drawdown,cumulative_return,turnover
IQL,0.02673984157242614,0.07463604802120677,0.3582697943067457,0.13772382110068393,0.1060100927461427,0.17312737987697743
Equal Weight,0.07062317142329565,0.07409121785539596,0.9531922064114413,0.11876914633858349,0.33076771053541054,0.0
Momentum,0.0705726237772238,0.07409219859118335,0.9524973630033655,0.11876302270769278,0.33048411660642185,0.00012825476984723946
Risk Parity,0.04648659168909008,0.04002339555331634,1.1614854523565827,0.06303687296409681,0.21207558533007376,0.01019029638495993
